   parents    ,   has_nurs   ,   form    ,   children  ,   housing    ,   finance      ,   social ,   health  
usual,improper,3,3.5,convenient,inconv,problematic,priority
usual,improper,3,3.5,less_conv,inconv,nonprob,not_recom
usual,improper,3,3.5,less_conv,inconv,problematic,recommended
usual,improper,3,3.5,critical,convenient,nonprob,recommended
usual,improper,3,3.5,critical,convenient,slightly_prob,not_recom
usual,improper,3,3.5,critical,inconv,nonprob,recommended
usual,improper,3,3.5,critical,inconv,slightly_prob,recommended
usual,critical,1,1,convenient,convenient,nonprob,recommended
usual,critical,1,1,convenient,convenient,problematic,priority
usual,critical,1,1,convenient,inconv,nonprob,priority
usual,critical,1,1,less_conv,convenient,slightly_prob,priority
usual,critical,1,1,less_conv,inconv,problematic,recommended
usual,critical,1,1,critical,convenient,slightly_prob,recommended
usual,critical,1,1,critical,inconv,problematic,recommended
usual,critical,1,1,critical,inconv,problematic,priority
usual,critical,1,2,convenient,inconv,problematic,priority
usual,critical,1,2,less_conv,convenient,slightly_prob,not_recom
usual,critical,1,2,less_conv,convenient,problematic,priority
usual,critical,1,2,less_conv,inconv,nonprob,priority
usual,critical,1,2,less_conv,inconv,problematic,priority
usual,critical,1,2,critical,convenient,nonprob,recommended
usual,critical,1,2,critical,convenient,problematic,recommended
usual,critical,1,2,critical,inconv,nonprob,recommended
usual,critical,1,2,critical,inconv,slightly_prob,recommended
usual,critical,1,2,critical,inconv,problematic,priority
usual,critical,1,3,convenient,inconv,nonprob,recommended
usual,critical,1,3,convenient,inconv,problematic,recommended
usual,critical,1,3,convenient,inconv,problematic,not_recom
usual,critical,1,3,less_conv,convenient,slightly_prob,recommended
usual,critical,1,3,critical,convenient,nonprob,not_recom
usual,critical,1,3,critical,convenient,slightly_prob,recommended
usual,critical,1,3,critical,convenient,problematic,recommended
usual,critical,1,3,critical,convenient,problematic,not_recom
usual,critical,1,3,critical,inconv,nonprob,not_recom
usual,critical,1,3.5,convenient,convenient,nonprob,priority
usual,critical,1,3.5,convenient,convenient,slightly_prob,priority
usual,critical,1,3.5,convenient,inconv,nonprob,recommended
usual,critical,1,3.5,convenient,inconv,nonprob,priority
usual,critical,1,3.5,convenient,inconv,nonprob,not_recom
usual,critical,1,3.5,convenient,inconv,slightly_prob,recommended
usual,critical,1,3.5,convenient,inconv,slightly_prob,priority
usual,critical,1,3.5,convenient,inconv,slightly_prob,not_recom
usual,critical,1,3.5,convenient,inconv,problematic,priority
usual,critical,1,3.5,less_conv,convenient,slightly_prob,not_recom
usual,critical,1,3.5,less_conv,convenient,problematic,not_recom
usual,critical,1,3.5,critical,inconv,nonprob,priority
usual,critical,1,3.5,critical,inconv,slightly_prob,recommended
usual,critical,1,1,convenient,convenient,nonprob,recommended
usual,critical,1,1,convenient,inconv,nonprob,priority
usual,critical,1,1,convenient,inconv,slightly_prob,recommended
usual,critical,1,1,convenient,inconv,problematic,priority
usual,critical,1,1,less_conv,convenient,nonprob,not_recom
usual,critical,1,1,less_conv,convenient,slightly_prob,recommended
usual,critical,1,1,less_conv,convenient,slightly_prob,not_recom
usual,critical,1,1,less_conv,convenient,problematic,priority
usual,critical,1,1,less_conv,inconv,nonprob,not_recom
usual,critical,1,1,less_conv,inconv,slightly_prob,recommended
usual,critical,1,1,critical,convenient,nonprob,not_recom
usual,critical,1,1,critical,convenient,slightly_prob,priority
usual,critical,1,1,critical,inconv,problematic,recommended
usual,critical,1,2,convenient,convenient,slightly_prob,recommended
usual,critical,1,2,convenient,convenient,problematic,recommended
usual,critical,1,2,convenient,inconv,slightly_prob,recommended
usual,critical,1,2,convenient,inconv,slightly_prob,not_recom
usual,critical,1,2,convenient,inconv,problematic,priority
usual,critical,1,2,less_conv,convenient,nonprob,recommended
usual,critical,1,2,less_conv,convenient,slightly_prob,recommended
usual,critical,1,2,less_conv,convenient,problematic,recommended
usual,critical,1,2,less_conv,inconv,nonprob,recommended
usual,critical,1,2,critical,convenient,slightly_prob,recommended
usual,critical,1,2,critical,inconv,slightly_prob,not_recom
usual,critical,1,3,convenient,convenient,slightly_prob,not_recom
usual,critical,1,3,convenient,inconv,nonprob,priority
usual,critical,1,3,convenient,inconv,problematic,priority
usual,critical,1,3,convenient,inconv,problematic,not_recom
usual,critical,1,3,less_conv,convenient,slightly_prob,priority
usual,critical,1,3,less_conv,inconv,problematic,not_recom
usual,critical,1,3,critical,convenient,problematic,not_recom
usual,critical,1,3,critical,inconv,nonprob,not_recom
usual,critical,1,3.5,convenient,inconv,slightly_prob,recommended
usual,critical,1,3.5,convenient,inconv,problematic,priority
usual,critical,1,3.5,convenient,inconv,problematic,not_recom
usual,critical,1,3.5,less_conv,convenient,nonprob,not_recom
usual,critical,1,3.5,less_conv,convenient,problematic,priority
usual,critical,1,3.5,less_conv,convenient,problematic,not_recom
usual,critical,1,3.5,less_conv,inconv,slightly_prob,priority
usual,critical,1,3.5,less_conv,inconv,slightly_prob,not_recom
usual,critical,1,3.5,critical,convenient,nonprob,recommended
usual,critical,1,3.5,critical,convenient,problematic,not_recom
usual,critical,1,3.5,critical,inconv,nonprob,recommended
usual,critical,1,3.5,critical,inconv,nonprob,not_recom
usual,critical,1,3.5,critical,inconv,slightly_prob,priority
usual,critical,2,1,convenient,inconv,problematic,priority
usual,critical,2,1,convenient,inconv,problematic,not_recom
usual,critical,2,1,less_conv,convenient,nonprob,recommended
usual,critical,2,1,less_conv,convenient,nonprob,priority
usual,critical,2,1,less_conv,convenient,nonprob,not_recom
usual,critical,2,1,less_conv,inconv,slightly_prob,recommended
usual,critical,2,1,less_conv,inconv,problematic,priority
usual,critical,2,1,less_conv,inconv,problematic,not_recom
usual,critical,2,1,critical,convenient,nonprob,priority
usual,critical,2,1,critical,convenient,slightly_prob,recommended
usual,critical,2,1,critical,convenient,problematic,not_recom
usual,critical,2,1,critical,inconv,nonprob,recommended
usual,critical,2,1,critical,inconv,nonprob,not_recom
usual,critical,2,1,critical,inconv,slightly_prob,not_recom
usual,critical,2,1,critical,inconv,problematic,priority
usual,critical,2,1,critical,inconv,problematic,not_recom
usual,critical,2,2,convenient,convenient,slightly_prob,recommended
usual,critical,2,2,convenient,convenient,problematic,recommended
usual,critical,2,2,convenient,convenient,problematic,not_recom
usual,critical,2,2,less_conv,convenient,slightly_prob,not_recom
usual,critical,2,2,less_conv,convenient,problematic,priority
usual,critical,2,2,less_conv,inconv,nonprob,recommended
usual,critical,2,2,critical,convenient,problematic,recommended
usual,critical,2,2,critical,inconv,nonprob,recommended
usual,critical,2,2,critical,inconv,slightly_prob,recommended
usual,critical,2,2,critical,inconv,slightly_prob,priority
usual,critical,2,3,convenient,inconv,slightly_prob,recommended
usual,critical,2,3,convenient,inconv,problematic,priority
usual,critical,2,3,convenient,inconv,problematic,not_recom
usual,critical,2,3,less_conv,convenient,nonprob,priority
usual,critical,2,3,less_conv,convenient,nonprob,not_recom
usual,critical,2,3,critical,convenient,nonprob,recommended
usual,critical,2,3,critical,inconv,problematic,not_recom
usual,critical,2,3.5,convenient,convenient,nonprob,priority
usual,critical,2,3.5,convenient,convenient,problematic,priority
usual,critical,2,3.5,convenient,convenient,problematic,not_recom
usual,critical,2,3.5,convenient,inconv,nonprob,priority
usual,critical,2,3.5,convenient,inconv,slightly_prob,not_recom
usual,critical,2,3.5,less_conv,convenient,slightly_prob,not_recom
usual,critical,2,3.5,less_conv,convenient,problematic,priority
usual,critical,2,3.5,less_conv,inconv,nonprob,recommended
usual,critical,2,3.5,critical,convenient,slightly_prob,not_recom
usual,critical,2,3.5,critical,convenient,problematic,recommended
usual,critical,2,3.5,critical,inconv,slightly_prob,not_recom
usual,critical,3,1,convenient,convenient,nonprob,priority
usual,critical,3,1,convenient,convenient,problematic,recommended
usual,critical,3,1,less_conv,convenient,nonprob,not_recom
usual,critical,3,1,less_conv,inconv,nonprob,not_recom
usual,critical,3,1,less_conv,inconv,slightly_prob,priority
usual,critical,3,1,less_conv,inconv,slightly_prob,not_recom
usual,critical,3,1,less_conv,inconv,problematic,recommended
usual,critical,3,1,critical,convenient,nonprob,not_recom
usual,critical,3,1,critical,convenient,slightly_prob,recommended
usual,critical,3,1,critical,convenient,slightly_prob,not_recom
usual,critical,3,1,critical,inconv,nonprob,recommended
usual,critical,3,1,critical,inconv,slightly_prob,priority
usual,critical,3,1,critical,inconv,problematic,priority
usual,critical,3,2,less_conv,convenient,slightly_prob,priority
usual,critical,3,2,less_conv,inconv,slightly_prob,recommended
usual,critical,3,2,critical,convenient,nonprob,priority
usual,critical,3,2,critical,convenient,slightly_prob,recommended
usual,critical,3,2,critical,convenient,problematic,priority
usual,critical,3,2,critical,inconv,nonprob,priority
usual,critical,3,2,critical,inconv,slightly_prob,recommended
usual,critical,3,2,critical,inconv,slightly_prob,priority
usual,critical,3,2,critical,inconv,problematic,priority
usual,critical,3,3,convenient,inconv,slightly_prob,priority
usual,critical,3,3,less_conv,convenient,slightly_prob,recommended
usual,critical,3,3,less_conv,convenient,problematic,not_recom
usual,critical,3,3,less_conv,inconv,nonprob,recommended
usual,critical,3,3,critical,convenient,problematic,recommended
usual,critical,3,3,critical,convenient,problematic,not_recom
usual,critical,3,3,critical,inconv,slightly_prob,recommended
usual,critical,3,3.5,convenient,convenient,nonprob,not_recom
usual,critical,3,3.5,convenient,convenient,slightly_prob,priority
usual,critical,3,3.5,convenient,inconv,problematic,priority
usual,critical,3,3.5,convenient,inconv,problematic,not_recom
usual,critical,3,3.5,less_conv,convenient,nonprob,not_recom
usual,critical,3,3.5,less_conv,convenient,problematic,priority
usual,critical,3,3.5,less_conv,convenient,problematic,not_recom
usual,critical,3,3.5,less_conv,inconv,nonprob,not_recom
usual,critical,3,3.5,less_conv,inconv,slightly_prob,not_recom
usual,critical,3,3.5,less_conv,inconv,problematic,priority
usual,critical,3,3.5,critical,convenient,nonprob,recommended
usual,critical,3,3.5,critical,convenient,nonprob,not_recom
usual,critical,3,3.5,critical,convenient,slightly_prob,recommended
usual,critical,3,3.5,critical,convenient,problematic,not_recom
usual,critical,3,3.5,critical,inconv,nonprob,priority
usual,critical,3,3.5,critical,inconv,nonprob,not_recom
usual,critical,3,3.5,critical,inconv,slightly_prob,recommended
usual,very_crit,1,1,convenient,convenient,nonprob,priority
usual,very_crit,1,1,convenient,convenient,problematic,recommended
usual,very_crit,1,1,convenient,inconv,problematic,recommended
usual,very_crit,1,1,less_conv,convenient,nonprob,priority
usual,very_crit,1,1,less_conv,convenient,slightly_prob,priority
usual,very_crit,1,1,less_conv,convenient,problematic,recommended
usual,very_crit,1,1,less_conv,inconv,nonprob,recommended
usual,very_crit,1,1,less_conv,inconv,problematic,recommended
usual,very_crit,1,1,critical,convenient,nonprob,not_recom
usual,very_crit,1,1,critical,convenient,slightly_prob,priority
usual,very_crit,1,1,critical,inconv,problematic,priority
usual,very_crit,1,2,convenient,convenient,nonprob,recommended
usual,very_crit,1,2,convenient,convenient,nonprob,priority
usual,very_crit,1,2,convenient,convenient,slightly_prob,recommended
usual,very_crit,1,2,convenient,convenient,problematic,priority
usual,very_crit,1,2,convenient,inconv,nonprob,priority
usual,very_crit,1,2,less_conv,convenient,nonprob,recommended
usual,very_crit,1,2,less_conv,convenient,nonprob,not_recom
usual,very_crit,1,2,less_conv,convenient,problematic,priority
usual,very_crit,1,2,less_conv,inconv,nonprob,recommended
usual,very_crit,1,2,less_conv,inconv,slightly_prob,priority
usual,very_crit,1,2,less_conv,inconv,problematic,priority
usual,very_crit,1,2,critical,convenient,nonprob,recommended
usual,very_crit,1,2,critical,convenient,slightly_prob,priority
usual,very_crit,1,2,critical,convenient,problematic,recommended
usual,very_crit,1,2,critical,inconv,slightly_prob,priority
usual,very_crit,1,2,critical,inconv,problematic,not_recom
usual,very_crit,1,3,convenient,inconv,slightly_prob,priority
usual,very_crit,1,3,less_conv,convenient,nonprob,priority
usual,very_crit,1,3,less_conv,convenient,problematic,recommended
usual,very_crit,1,3,less_conv,inconv,nonprob,recommended
usual,very_crit,1,3,critical,convenient,nonprob,priority
usual,very_crit,1,3,critical,convenient,slightly_prob,not_recom
usual,very_crit,1,3,critical,convenient,problematic,priority
usual,very_crit,1,3.5,convenient,convenient,slightly_prob,recommended
usual,very_crit,1,3.5,convenient,inconv,slightly_prob,priority
usual,very_crit,1,3.5,less_conv,convenient,problematic,priority
usual,very_crit,1,3.5,less_conv,convenient,problematic,not_recom
usual,very_crit,1,3.5,less_conv,inconv,nonprob,recommended
usual,very_crit,1,3.5,less_conv,inconv,problematic,recommended
usual,very_crit,1,3.5,less_conv,inconv,problematic,priority
usual,very_crit,1,3.5,critical,convenient,slightly_prob,recommended
usual,very_crit,1,3.5,critical,convenient,slightly_prob,not_recom
usual,very_crit,1,3.5,critical,inconv,slightly_prob,not_recom
usual,very_crit,1,3.5,critical,inconv,problematic,not_recom
usual,very_crit,1,1,convenient,convenient,nonprob,not_recom
usual,very_crit,1,1,convenient,inconv,nonprob,not_recom
usual,very_crit,1,1,less_conv,convenient,slightly_prob,priority
usual,very_crit,1,1,less_conv,convenient,problematic,not_recom
usual,very_crit,1,1,less_conv,inconv,problematic,priority
usual,very_crit,1,1,less_conv,inconv,problematic,not_recom
usual,very_crit,1,1,critical,convenient,nonprob,not_recom
usual,very_crit,1,1,critical,convenient,problematic,recommended
usual,very_crit,1,1,critical,inconv,nonprob,recommended
usual,very_crit,1,1,critical,inconv,slightly_prob,priority
usual,very_crit,1,2,convenient,convenient,slightly_prob,recommended
usual,very_crit,1,2,less_conv,convenient,problematic,priority
usual,very_crit,1,2,critical,convenient,problematic,not_recom
usual,very_crit,1,2,critical,inconv,problematic,not_recom
usual,very_crit,1,3,convenient,convenient,slightly_prob,priority
usual,very_crit,1,3,convenient,convenient,slightly_prob,not_recom
usual,very_crit,1,3,convenient,inconv,nonprob,recommended
usual,very_crit,1,3,convenient,inconv,nonprob,priority
usual,very_crit,1,3,convenient,inconv,slightly_prob,priority
usual,very_crit,1,3,convenient,inconv,problematic,not_recom
usual,very_crit,1,3,less_conv,convenient,nonprob,not_recom
usual,very_crit,1,3,less_conv,convenient,slightly_prob,recommended
usual,very_crit,1,3,less_conv,convenient,problematic,recommended
usual,very_crit,1,3,less_conv,inconv,slightly_prob,recommended
usual,very_crit,1,3,less_conv,inconv,problematic,recommended
usual,very_crit,1,3,critical,convenient,slightly_prob,priority
usual,very_crit,1,3,critical,inconv,nonprob,not_recom
usual,very_crit,1,3,critical,inconv,slightly_prob,recommended
usual,very_crit,1,3,critical,inconv,slightly_prob,priority
usual,very_crit,1,3.5,convenient,inconv,nonprob,not_recom
usual,very_crit,1,3.5,convenient,inconv,problematic,recommended
usual,very_crit,1,3.5,convenient,inconv,problematic,not_recom
usual,very_crit,1,3.5,less_conv,convenient,nonprob,recommended
usual,very_crit,1,3.5,less_conv,convenient,problematic,recommended
usual,very_crit,1,3.5,less_conv,convenient,problematic,priority
usual,very_crit,1,3.5,less_conv,convenient,problematic,not_recom
usual,very_crit,1,3.5,less_conv,inconv,nonprob,recommended
usual,very_crit,1,3.5,less_conv,inconv,nonprob,priority
usual,very_crit,1,3.5,less_conv,inconv,nonprob,not_recom
usual,very_crit,1,3.5,critical,convenient,nonprob,priority
usual,very_crit,1,3.5,critical,inconv,nonprob,not_recom
usual,very_crit,2,1,convenient,convenient,slightly_prob,priority
usual,very_crit,2,1,convenient,inconv,nonprob,priority
usual,very_crit,2,1,convenient,inconv,slightly_prob,priority
usual,very_crit,2,1,less_conv,convenient,nonprob,not_recom
usual,very_crit,2,1,less_conv,convenient,problematic,not_recom
usual,very_crit,2,1,less_conv,inconv,nonprob,priority
usual,very_crit,2,1,less_conv,inconv,nonprob,not_recom
usual,very_crit,2,1,critical,convenient,problematic,recommended
usual,very_crit,2,1,critical,inconv,problematic,recommended
usual,very_crit,2,1,critical,inconv,problematic,priority
usual,very_crit,2,2,convenient,convenient,nonprob,priority
usual,very_crit,2,2,convenient,convenient,slightly_prob,recommended
usual,very_crit,2,2,convenient,convenient,problematic,recommended
usual,very_crit,2,2,convenient,inconv,nonprob,priority
usual,very_crit,2,2,convenient,inconv,nonprob,not_recom
usual,very_crit,2,2,convenient,inconv,problematic,recommended
usual,very_crit,2,2,less_conv,convenient,slightly_prob,priority
usual,very_crit,2,2,less_conv,inconv,slightly_prob,priority
usual,very_crit,2,2,less_conv,inconv,problematic,recommended
usual,very_crit,2,2,critical,convenient,nonprob,priority
usual,very_crit,2,2,critical,convenient,nonprob,not_recom
usual,very_crit,2,2,critical,inconv,nonprob,not_recom
usual,very_crit,2,2,critical,inconv,slightly_prob,priority
usual,very_crit,2,2,critical,inconv,problematic,recommended
usual,very_crit,2,3,convenient,convenient,problematic,priority
usual,very_crit,2,3,convenient,convenient,problematic,not_recom
usual,very_crit,2,3,less_conv,convenient,problematic,priority
usual,very_crit,2,3,less_conv,inconv,slightly_prob,recommended
usual,very_crit,2,3,less_conv,inconv,problematic,recommended
usual,very_crit,2,3,less_conv,inconv,problematic,priority
usual,very_crit,2,3,critical,convenient,problematic,recommended
usual,very_crit,2,3,critical,inconv,slightly_prob,not_recom
usual,very_crit,2,3.5,convenient,convenient,nonprob,not_recom
usual,very_crit,2,3.5,convenient,convenient,slightly_prob,recommended
usual,very_crit,2,3.5,convenient,convenient,problematic,recommended
usual,very_crit,2,3.5,convenient,inconv,nonprob,priority
usual,very_crit,2,3.5,convenient,inconv,slightly_prob,recommended
usual,very_crit,2,3.5,convenient,inconv,problematic,priority
usual,very_crit,2,3.5,less_conv,convenient,slightly_prob,not_recom
usual,very_crit,2,3.5,less_conv,convenient,problematic,priority
usual,very_crit,2,3.5,less_conv,inconv,slightly_prob,recommended
usual,very_crit,2,3.5,less_conv,inconv,slightly_prob,priority
usual,very_crit,2,3.5,critical,convenient,nonprob,not_recom
usual,very_crit,2,3.5,critical,convenient,slightly_prob,recommended
usual,very_crit,2,3.5,critical,inconv,nonprob,not_recom
usual,very_crit,2,3.5,critical,inconv,slightly_prob,not_recom
usual,very_crit,2,3.5,critical,inconv,problematic,not_recom
usual,very_crit,3,1,convenient,convenient,nonprob,priority
usual,very_crit,3,1,convenient,convenient,slightly_prob,priority
usual,very_crit,3,1,convenient,convenient,problematic,not_recom
usual,very_crit,3,1,convenient,inconv,nonprob,priority
usual,very_crit,3,1,convenient,inconv,problematic,priority
usual,very_crit,3,1,less_conv,inconv,nonprob,recommended
usual,very_crit,3,1,critical,convenient,problematic,not_recom
usual,very_crit,3,1,critical,inconv,problematic,not_recom
usual,very_crit,3,2,convenient,convenient,slightly_prob,recommended
usual,very_crit,3,2,convenient,convenient,slightly_prob,priority
usual,very_crit,3,2,convenient,inconv,slightly_prob,recommended
usual,very_crit,3,2,convenient,inconv,slightly_prob,priority
usual,very_crit,3,2,convenient,inconv,problematic,priority
usual,very_crit,3,2,critical,convenient,nonprob,recommended
usual,very_crit,3,2,critical,convenient,nonprob,not_recom
usual,very_crit,3,2,critical,convenient,problematic,priority
usual,very_crit,3,2,critical,inconv,nonprob,recommended
usual,very_crit,3,2,critical,inconv,slightly_prob,recommended
usual,very_crit,3,2,critical,inconv,problematic,priority
usual,very_crit,3,3,convenient,convenient,nonprob,recommended
usual,very_crit,3,3,convenient,convenient,nonprob,priority
usual,very_crit,3,3,convenient,convenient,problematic,priority
usual,very_crit,3,3,convenient,inconv,nonprob,not_recom
usual,very_crit,3,3,convenient,inconv,slightly_prob,not_recom
usual,very_crit,3,3,convenient,inconv,problematic,priority
usual,very_crit,3,3,less_conv,convenient,nonprob,priority
usual,very_crit,3,3,less_conv,convenient,nonprob,not_recom
usual,very_crit,3,3,less_conv,convenient,slightly_prob,priority
usual,very_crit,3,3,less_conv,convenient,problematic,not_recom
usual,very_crit,3,3,critical,convenient,slightly_prob,not_recom
usual,very_crit,3,3,critical,inconv,problematic,not_recom
usual,very_crit,3,3.5,convenient,convenient,slightly_prob,not_recom
usual,very_crit,3,3.5,convenient,inconv,nonprob,recommended
usual,very_crit,3,3.5,convenient,inconv,nonprob,not_recom
usual,very_crit,3,3.5,less_conv,convenient,slightly_prob,recommended
usual,very_crit,3,3.5,less_conv,inconv,nonprob,recommended
usual,very_crit,3,3.5,less_conv,inconv,nonprob,not_recom
usual,very_crit,3,3.5,less_conv,inconv,slightly_prob,recommended
usual,very_crit,3,3.5,less_conv,inconv,slightly_prob,priority
usual,very_crit,3,3.5,critical,convenient,problematic,not_recom
usual,very_crit,3,3.5,critical,inconv,nonprob,not_recom
usual,very_crit,3,3.5,critical,inconv,slightly_prob,priority
usual,very_crit,3,3.5,critical,inconv,slightly_prob,not_recom
usual,very_crit,3,3.5,critical,inconv,problematic,not_recom
pretentious,proper,1,1,convenient,convenient,nonprob,priority
pretentious,proper,1,1,convenient,convenient,slightly_prob,recommended
pretentious,proper,1,1,convenient,inconv,problematic,recommended
pretentious,proper,1,1,less_conv,convenient,nonprob,not_recom
pretentious,proper,1,1,less_conv,inconv,slightly_prob,priority
pretentious,proper,1,1,critical,convenient,nonprob,priority
pretentious,proper,1,1,critical,convenient,slightly_prob,priority
pretentious,proper,1,1,critical,convenient,problematic,priority
pretentious,proper,1,1,critical,inconv,slightly_prob,priority
pretentious,proper,1,1,critical,inconv,slightly_prob,not_recom
pretentious,proper,1,1,critical,inconv,problematic,recommended
pretentious,proper,1,2,convenient,convenient,problematic,priority
pretentious,proper,1,2,convenient,inconv,nonprob,recommended
pretentious,proper,1,2,convenient,inconv,slightly_prob,recommended
pretentious,proper,1,2,convenient,inconv,slightly_prob,priority
pretentious,proper,1,2,convenient,inconv,problematic,not_recom
pretentious,proper,1,2,less_conv,convenient,nonprob,priority
pretentious,proper,1,2,less_conv,convenient,slightly_prob,priority
pretentious,proper,1,2,less_conv,convenient,slightly_prob,not_recom
pretentious,proper,1,2,less_conv,inconv,nonprob,recommended
pretentious,proper,1,2,less_conv,inconv,problematic,recommended
pretentious,proper,1,2,critical,convenient,nonprob,recommended
pretentious,proper,1,2,critical,convenient,nonprob,not_recom
pretentious,proper,1,2,critical,convenient,problematic,not_recom
pretentious,proper,1,2,critical,inconv,nonprob,recommended
pretentious,proper,1,2,critical,inconv,nonprob,not_recom
pretentious,proper,1,3,convenient,convenient,nonprob,recommended
pretentious,proper,1,3,convenient,convenient,slightly_prob,recommended
pretentious,proper,1,3,convenient,convenient,problematic,recommended
pretentious,proper,1,3,convenient,convenient,problematic,priority
pretentious,proper,1,3,convenient,convenient,problematic,not_recom
pretentious,proper,1,3,convenient,inconv,nonprob,not_recom
pretentious,proper,1,3,convenient,inconv,slightly_prob,priority
pretentious,proper,1,3,convenient,inconv,problematic,priority
pretentious,proper,1,3,less_conv,convenient,nonprob,priority
pretentious,proper,1,3,less_conv,convenient,slightly_prob,priority
pretentious,proper,1,3,less_conv,convenient,problematic,priority
pretentious,proper,1,3,less_conv,inconv,nonprob,recommended
pretentious,proper,1,3,less_conv,inconv,nonprob,priority
pretentious,proper,1,3,less_conv,inconv,slightly_prob,recommended
pretentious,proper,1,3,less_conv,inconv,slightly_prob,priority
pretentious,proper,1,3,less_conv,inconv,slightly_prob,not_recom
pretentious,proper,1,3,less_conv,inconv,problematic,priority
pretentious,proper,1,3,less_conv,inconv,problematic,not_recom
pretentious,proper,1,3,critical,inconv,slightly_prob,not_recom
pretentious,proper,1,3.5,convenient,convenient,nonprob,recommended
pretentious,proper,1,3.5,convenient,convenient,slightly_prob,recommended
pretentious,proper,1,3.5,convenient,inconv,slightly_prob,priority
pretentious,proper,1,3.5,less_conv,convenient,nonprob,priority
pretentious,proper,1,3.5,less_conv,inconv,nonprob,recommended
pretentious,proper,1,3.5,less_conv,inconv,slightly_prob,recommended
pretentious,proper,1,3.5,critical,convenient,nonprob,not_recom
pretentious,proper,1,3.5,critical,inconv,nonprob,recommended
pretentious,proper,1,3.5,critical,inconv,slightly_prob,recommended
pretentious,proper,1,3.5,critical,inconv,slightly_prob,priority
pretentious,proper,1,3.5,critical,inconv,slightly_prob,not_recom
pretentious,proper,1,3.5,critical,inconv,problematic,priority
pretentious,proper,1,3.5,critical,inconv,problematic,not_recom
pretentious,proper,1,1,convenient,convenient,nonprob,not_recom
pretentious,proper,1,1,convenient,inconv,problematic,not_recom
pretentious,proper,1,1,less_conv,convenient,nonprob,recommended
pretentious,proper,1,1,less_conv,convenient,nonprob,priority
pretentious,proper,1,1,less_conv,convenient,problematic,not_recom
pretentious,proper,1,1,less_conv,inconv,nonprob,recommended
pretentious,proper,1,1,less_conv,inconv,slightly_prob,recommended
pretentious,proper,1,1,less_conv,inconv,slightly_prob,priority
pretentious,proper,1,1,critical,convenient,slightly_prob,not_recom
pretentious,proper,1,1,critical,inconv,nonprob,recommended
pretentious,proper,1,1,critical,inconv,problematic,recommended
pretentious,proper,1,1,critical,inconv,problematic,priority
pretentious,proper,1,2,convenient,convenient,nonprob,not_recom
pretentious,proper,1,2,convenient,convenient,slightly_prob,not_recom
pretentious,proper,1,2,convenient,inconv,slightly_prob,recommended
pretentious,proper,1,2,less_conv,convenient,problematic,priority
pretentious,proper,1,2,less_conv,inconv,slightly_prob,recommended
pretentious,proper,1,2,less_conv,inconv,slightly_prob,not_recom
pretentious,proper,1,2,less_conv,inconv,problematic,priority
pretentious,proper,1,2,critical,convenient,slightly_prob,recommended
pretentious,proper,1,3,convenient,convenient,slightly_prob,recommended
pretentious,proper,1,3,convenient,convenient,slightly_prob,not_recom
pretentious,proper,1,3,convenient,convenient,problematic,recommended
pretentious,proper,1,3,convenient,inconv,slightly_prob,recommended
pretentious,proper,1,3,less_conv,convenient,nonprob,priority
pretentious,proper,1,3,less_conv,convenient,slightly_prob,priority
pretentious,proper,1,3,less_conv,convenient,problematic,recommended
pretentious,proper,1,3,less_conv,convenient,problematic,priority
pretentious,proper,1,3,less_conv,inconv,problematic,priority
pretentious,proper,1,3,critical,convenient,nonprob,recommended
pretentious,proper,1,3,critical,convenient,nonprob,priority
pretentious,proper,1,3,critical,convenient,nonprob,not_recom
pretentious,proper,1,3,critical,convenient,slightly_prob,recommended
pretentious,proper,1,3,critical,convenient,problematic,recommended
pretentious,proper,1,3,critical,convenient,problematic,not_recom
pretentious,proper,1,3,critical,inconv,nonprob,recommended
pretentious,proper,1,3,critical,inconv,problematic,recommended
pretentious,proper,1,3.5,convenient,convenient,slightly_prob,not_recom
pretentious,proper,1,3.5,convenient,inconv,nonprob,recommended
pretentious,proper,1,3.5,convenient,inconv,problematic,not_recom
pretentious,proper,1,3.5,less_conv,convenient,nonprob,recommended
pretentious,proper,1,3.5,less_conv,convenient,slightly_prob,recommended
pretentious,proper,1,3.5,less_conv,inconv,nonprob,recommended
pretentious,proper,1,3.5,less_conv,inconv,nonprob,not_recom
pretentious,proper,1,3.5,less_conv,inconv,slightly_prob,recommended
pretentious,proper,1,3.5,critical,convenient,nonprob,not_recom
pretentious,proper,1,3.5,critical,convenient,slightly_prob,priority
pretentious,proper,2,1,convenient,convenient,slightly_prob,not_recom
pretentious,proper,2,1,convenient,convenient,problematic,priority
pretentious,proper,2,1,less_conv,inconv,problematic,recommended
pretentious,proper,2,1,critical,convenient,slightly_prob,recommended
pretentious,proper,2,2,convenient,convenient,problematic,not_recom
pretentious,proper,2,2,less_conv,convenient,nonprob,recommended
pretentious,proper,2,2,less_conv,convenient,nonprob,not_recom
pretentious,proper,2,2,less_conv,convenient,slightly_prob,recommended
pretentious,proper,2,2,less_conv,inconv,nonprob,priority
pretentious,proper,2,2,critical,convenient,slightly_prob,recommended
pretentious,proper,2,2,critical,convenient,slightly_prob,not_recom
pretentious,proper,2,2,critical,inconv,nonprob,recommended
pretentious,proper,2,2,critical,inconv,slightly_prob,recommended
pretentious,proper,2,2,critical,inconv,slightly_prob,priority
pretentious,proper,2,2,critical,inconv,problematic,not_recom
