"abalone_id","gender","length","diameter","height","whole_weight","shucked_weight","viscera_weight","shell_weight","rings","collector","collector_first","collector_last","collector_organization","water","water_region","feb_temp"
"1822",F,"0.72","0.55","0.195","2.073","1.0715","0.4265","0.5015","9","5",Haniya,Talley,Prince William Sound Science Center,"1",Florida Atlantic Coast,"22.1"
"1837",I,"0.415","0.31","0.09","0.2815","0.1245","0.0615","0.085","6","9",Danica,Tyler,University of Florida	,"1",Florida Atlantic Coast,"22.1"
"1844",I,"0.435","0.33","0.105","0.335","0.156","0.0555","0.105","8","3",Inaya,Bernard,Stanford University,"1",Florida Atlantic Coast,"22.1"
"1845",I,"0.435","0.345","0.12","0.3215","0.13","0.056","0.1185","7","2",Tiegan,Davie,"University of California, Davis","1",Florida Atlantic Coast,"22.1"
"1861",I,"0.515","0.42","0.15","0.6725","0.2555","0.1335","0.235","10","15",Conan,Dalton,University of Houston,"1",Florida Atlantic Coast,"22.1"
"1863",I,"0.52","0.41","0.11","0.5185","0.2165","0.0915","0.184","8","10",Hazel,Villa,University of Minnesota,"1",Florida Atlantic Coast,"22.1"
"1865",I,"0.52","0.395","0.125","0.5805","0.2445","0.146","0.165","9","2",Tiegan,Davie,"University of California, Davis","1",Florida Atlantic Coast,"22.1"
"1885",M,"0.555","0.4","0.13","0.7075","0.332","0.1585","0.18","7","14",Santiago,Vaughan,Ohio State University	,"1",Florida Atlantic Coast,"22.1"
"1906",I,"0.575","0.45","0.135","0.8715","0.45","0.162","0.225","10","5",Haniya,Talley,Prince William Sound Science Center,"1",Florida Atlantic Coast,"22.1"
"1912",M,"0.58","0.44","0.15","1.0465","0.518","0.2185","0.2795","10","13",Betty,Berg,University of Houston,"1",Florida Atlantic Coast,"22.1"
"1921",F,"0.605","0.455","0.145","0.862","0.334","0.1985","0.3","9","9",Danica,Tyler,University of Florida	,"1",Florida Atlantic Coast,"22.1"
"1925",F,"0.61","0.46","0.155","0.957","0.4255","0.1975","0.265","8","2",Tiegan,Davie,"University of California, Davis","1",Florida Atlantic Coast,"22.1"
"1947",M,"0.635","0.525","0.16","1.195","0.5435","0.246","0.335","12","10",Hazel,Villa,University of Minnesota,"1",Florida Atlantic Coast,"22.1"
"1950",M,"0.64","0.53","0.165","1.1895","0.4765","0.3","0.35","11","11",Naima,Reyes,University of Houston,"1",Florida Atlantic Coast,"22.1"
"1960",F,"0.65","0.51","0.155","1.189","0.483","0.278","0.3645","13","10",Hazel,Villa,University of Minnesota,"1",Florida Atlantic Coast,"22.1"
"1962",F,"0.655","0.515","0.18","1.412","0.6195","0.2485","0.497","11","14",Santiago,Vaughan,Ohio State University	,"1",Florida Atlantic Coast,"22.1"
"1963",F,"0.655","0.525","0.175","1.348","0.5855","0.2605","0.394","10","11",Naima,Reyes,University of Houston,"1",Florida Atlantic Coast,"22.1"
"1981",F,"0.705","0.535","0.22","1.866","0.929","0.3835","0.4395","10","3",Inaya,Bernard,Stanford University,"1",Florida Atlantic Coast,"22.1"
"1991",I,"0.28","0.2","0.065","0.0895","0.036","0.0185","0.03","7","10",Hazel,Villa,University of Minnesota,"1",Florida Atlantic Coast,"22.1"
"1996",I,"0.32","0.24","0.07","0.133","0.0585","0.0255","0.041","6","3",Inaya,Bernard,Stanford University,"1",Florida Atlantic Coast,"22.1"
"2008",I,"0.415","0.325","0.11","0.316","0.1385","0.0795","0.0925","8","2",Tiegan,Davie,"University of California, Davis","1",Florida Atlantic Coast,"22.1"
"2032",F,"0.6","0.45","0.14","0.837","0.37","0.177","0.2425","10","12",Rebecca,Bennett,University of Houston,"1",Florida Atlantic Coast,"22.1"
"2037",I,"0.255","0.19","0.06","0.086","0.04","0.0185","0.025","5","8",Kali,Metcalfe,Mote Marine Laboratory,"1",Florida Atlantic Coast,"22.1"
"2043",I,"0.385","0.28","0.1","0.2755","0.1305","0.061","0.0725","8","9",Danica,Tyler,University of Florida	,"1",Florida Atlantic Coast,"22.1"
"2045",F,"0.4","0.305","0.16","0.368","0.173","0.0705","0.105","7","15",Conan,Dalton,University of Houston,"1",Florida Atlantic Coast,"22.1"
"2046",I,"0.405","0.31","0.09","0.312","0.138","0.06","0.087","8","12",Rebecca,Bennett,University of Houston,"1",Florida Atlantic Coast,"22.1"
"2062",F,"0.5","0.38","0.14","0.6355","0.277","0.143","0.1785","8","13",Betty,Berg,University of Houston,"1",Florida Atlantic Coast,"22.1"
"2064",M,"0.525","0.385","0.1","0.5115","0.246","0.1005","0.1455","8","7",Iona,Connolly,Florida Atlantic University,"1",Florida Atlantic Coast,"22.1"
"2135",F,"0.44","0.33","0.115","0.4005","0.143","0.113","0.12","8","2",Tiegan,Davie,"University of California, Davis","1",Florida Atlantic Coast,"22.1"
"2154",I,"0.28","0.2","0.075","0.1225","0.0545","0.0115","0.035","5","6",Martin,Gaines,San Diego State University,"1",Florida Atlantic Coast,"22.1"
"2156",M,"0.58","0.46","0.165","1.2275","0.473","0.1965","0.435","16","2",Tiegan,Davie,"University of California, Davis","1",Florida Atlantic Coast,"22.1"
"2161",M,"0.69","0.55","0.2","1.8465","0.732","0.472","0.57","19","15",Conan,Dalton,University of Houston,"1",Florida Atlantic Coast,"22.1"
"2169",M,"0.335","0.235","0.085","0.1545","0.066","0.0345","0.045","6","10",Hazel,Villa,University of Minnesota,"1",Florida Atlantic Coast,"22.1"
"2170",I,"0.165","0.115","0.015","0.0145","0.0055","0.003","0.005","4","2",Tiegan,Davie,"University of California, Davis","1",Florida Atlantic Coast,"22.1"
"2176",M,"0.575","0.45","0.185","0.925","0.342","0.197","0.35","12","12",Rebecca,Bennett,University of Houston,"1",Florida Atlantic Coast,"22.1"
"2187",F,"0.52","0.4","0.125","0.6865","0.295","0.1715","0.185","9","4",Nate,Craig,NOAA Fisheries,"1",Florida Atlantic Coast,"22.1"
"2193",F,"0.575","0.485","0.165","1.0405","0.419","0.264","0.3","14","4",Nate,Craig,NOAA Fisheries,"1",Florida Atlantic Coast,"22.1"
"2200",F,"0.68","0.55","0.2","1.596","0.525","0.4075","0.585","21","1",Jan,Odom,University of Houston,"1",Florida Atlantic Coast,"22.1"
"2209",F,"0.625","0.525","0.215","1.5765","0.5115","0.2595","0.665","16","7",Iona,Connolly,Florida Atlantic University,"1",Florida Atlantic Coast,"22.1"
"2222",M,"0.58","0.465","0.175","1.035","0.401","0.1865","0.385","17","15",Conan,Dalton,University of Houston,"1",Florida Atlantic Coast,"22.1"
"2236",M,"0.6","0.48","0.175","1.229","0.4125","0.2735","0.415","13","7",Iona,Connolly,Florida Atlantic University,"1",Florida Atlantic Coast,"22.1"
"2239",I,"0.46","0.335","0.11","0.444","0.225","0.0745","0.11","8","3",Inaya,Bernard,Stanford University,"1",Florida Atlantic Coast,"22.1"
"2251",M,"0.655","0.59","0.2","1.5455","0.654","0.3765","0.415","11","7",Iona,Connolly,Florida Atlantic University,"1",Florida Atlantic Coast,"22.1"
"2256",M,"0.51","0.395","0.145","0.6185","0.216","0.1385","0.24","12","7",Iona,Connolly,Florida Atlantic University,"1",Florida Atlantic Coast,"22.1"
"2257",M,"0.52","0.38","0.135","0.5825","0.2505","0.1565","0.175","8","2",Tiegan,Davie,"University of California, Davis","1",Florida Atlantic Coast,"22.1"
"2268",F,"0.61","0.48","0.175","1.0675","0.391","0.216","0.42","15","13",Betty,Berg,University of Houston,"1",Florida Atlantic Coast,"22.1"
"2277",F,"0.62","0.48","0.23","1.0935","0.403","0.245","0.355","14","12",Rebecca,Bennett,University of Houston,"1",Florida Atlantic Coast,"22.1"
"2283",F,"0.495","0.385","0.13","0.6905","0.3125","0.179","0.175","10","14",Santiago,Vaughan,Ohio State University	,"1",Florida Atlantic Coast,"22.1"
"2286",I,"0.42","0.33","0.1","0.352","0.1635","0.089","0.1","9","5",Haniya,Talley,Prince William Sound Science Center,"1",Florida Atlantic Coast,"22.1"
"2296",F,"0.52","0.415","0.145","0.8045","0.3325","0.1725","0.285","10","12",Rebecca,Bennett,University of Houston,"1",Florida Atlantic Coast,"22.1"
"2299",I,"0.415","0.325","0.1","0.385","0.167","0.08","0.125","7","11",Naima,Reyes,University of Houston,"1",Florida Atlantic Coast,"22.1"
"2305",M,"0.59","0.49","0.135","1.008","0.422","0.2245","0.285","11","3",Inaya,Bernard,Stanford University,"1",Florida Atlantic Coast,"22.1"
"2316",M,"0.575","0.435","0.15","0.805","0.293","0.1625","0.27","17","15",Conan,Dalton,University of Houston,"1",Florida Atlantic Coast,"22.1"
"2328",M,"0.475","0.395","0.135","0.592","0.2465","0.1645","0.2","13","15",Conan,Dalton,University of Houston,"1",Florida Atlantic Coast,"22.1"
"2341",F,"0.59","0.47","0.17","0.9","0.355","0.1905","0.25","11","7",Iona,Connolly,Florida Atlantic University,"1",Florida Atlantic Coast,"22.1"
"2358",M,"0.585","0.455","0.125","1.027","0.391","0.212","0.25","17","1",Jan,Odom,University of Houston,"1",Florida Atlantic Coast,"22.1"
"2359",F,"0.61","0.485","0.21","1.3445","0.535","0.2205","0.515","20","8",Kali,Metcalfe,Mote Marine Laboratory,"1",Florida Atlantic Coast,"22.1"
"2370",I,"0.56","0.44","0.17","0.9445","0.3545","0.2175","0.3","12","10",Hazel,Villa,University of Minnesota,"1",Florida Atlantic Coast,"22.1"
"2375",I,"0.435","0.335","0.11","0.383","0.1555","0.0675","0.135","12","12",Rebecca,Bennett,University of Houston,"1",Florida Atlantic Coast,"22.1"
"2378",I,"0.535","0.41","0.155","0.6315","0.2745","0.1415","0.1815","12","7",Iona,Connolly,Florida Atlantic University,"1",Florida Atlantic Coast,"22.1"
"2390",M,"0.42","0.34","0.125","0.4495","0.165","0.1125","0.144","11","8",Kali,Metcalfe,Mote Marine Laboratory,"1",Florida Atlantic Coast,"22.1"
"2401",I,"0.445","0.33","0.1","0.437","0.163","0.0755","0.17","13","2",Tiegan,Davie,"University of California, Davis","1",Florida Atlantic Coast,"22.1"
"2405",I,"0.555","0.455","0.17","0.8435","0.309","0.1905","0.3","15","1",Jan,Odom,University of Houston,"1",Florida Atlantic Coast,"22.1"
"2418",M,"0.31","0.235","0.06","0.12","0.0415","0.033","0.04","11","5",Haniya,Talley,Prince William Sound Science Center,"1",Florida Atlantic Coast,"22.1"
"2425",M,"0.26","0.2","0.065","0.096","0.044","0.027","0.03","6","11",Naima,Reyes,University of Houston,"1",Florida Atlantic Coast,"22.1"
"2427",I,"0.565","0.435","0.155","0.782","0.2715","0.168","0.285","14","11",Naima,Reyes,University of Houston,"1",Florida Atlantic Coast,"22.1"
"2453",M,"0.395","0.305","0.105","0.282","0.0975","0.065","0.096","9","2",Tiegan,Davie,"University of California, Davis","1",Florida Atlantic Coast,"22.1"
"2459",I,"0.2","0.145","0.05","0.036","0.0125","0.008","0.011","4","6",Martin,Gaines,San Diego State University,"1",Florida Atlantic Coast,"22.1"
"2473",M,"0.645","0.515","0.175","1.6115","0.6745","0.384","0.385","14","3",Inaya,Bernard,Stanford University,"1",Florida Atlantic Coast,"22.1"
"2490",M,"0.49","0.39","0.135","0.592","0.242","0.096","0.1835","15","2",Tiegan,Davie,"University of California, Davis","1",Florida Atlantic Coast,"22.1"
"2499",M,"0.495","0.4","0.14","0.7775","0.2015","0.18","0.25","15","4",Nate,Craig,NOAA Fisheries,"1",Florida Atlantic Coast,"22.1"
"2501",F,"0.48","0.39","0.125","0.6905","0.219","0.155","0.2","12","12",Rebecca,Bennett,University of Houston,"1",Florida Atlantic Coast,"22.1"
"2524",F,"0.565","0.44","0.15","0.983","0.4475","0.2355","0.2485","9","7",Iona,Connolly,Florida Atlantic University,"1",Florida Atlantic Coast,"22.1"
"2559",I,"0.405","0.31","0.065","0.3205","0.1575","0.066","0.088","6","7",Iona,Connolly,Florida Atlantic University,"1",Florida Atlantic Coast,"22.1"
"2568",F,"0.46","0.35","0.115","0.46","0.2025","0.1115","0.1165","6","13",Betty,Berg,University of Houston,"1",Florida Atlantic Coast,"22.1"
"2588",F,"0.57","0.445","0.15","0.995","0.504","0.185","0.2505","9","12",Rebecca,Bennett,University of Houston,"1",Florida Atlantic Coast,"22.1"
"2595",F,"0.595","0.465","0.15","1.0765","0.491","0.22","0.287","9","9",Danica,Tyler,University of Florida	,"1",Florida Atlantic Coast,"22.1"
"2604",F,"0.62","0.51","0.175","1.2705","0.5415","0.323","0.3225","9","3",Inaya,Bernard,Stanford University,"1",Florida Atlantic Coast,"22.1"
"2612",M,"0.63","0.48","0.165","1.286","0.604","0.271","0.35","8","14",Santiago,Vaughan,Ohio State University	,"1",Florida Atlantic Coast,"22.1"
"2629",I,"0.29","0.21","0.06","0.1045","0.0415","0.022","0.035","5","13",Betty,Berg,University of Houston,"1",Florida Atlantic Coast,"22.1"
"2636",I,"0.43","0.32","0.1","0.3465","0.1635","0.08","0.09","7","8",Kali,Metcalfe,Mote Marine Laboratory,"1",Florida Atlantic Coast,"22.1"
"2642",I,"0.475","0.365","0.1","0.1315","0.2025","0.0875","0.123","7","2",Tiegan,Davie,"University of California, Davis","1",Florida Atlantic Coast,"22.1"
"2643",I,"0.475","0.375","0.115","0.5205","0.233","0.119","0.1455","7","11",Naima,Reyes,University of Houston,"1",Florida Atlantic Coast,"22.1"
"2683",M,"0.62","0.48","0.15","1.1015","0.4965","0.243","0.305","10","6",Martin,Gaines,San Diego State University,"1",Florida Atlantic Coast,"22.1"
"2702",F,"0.675","0.55","0.19","1.551","0.7105","0.3685","0.412","13","3",Inaya,Bernard,Stanford University,"1",Florida Atlantic Coast,"22.1"
"2717",I,"0.34","0.245","0.085","0.2015","0.1005","0.038","0.053","6","1",Jan,Odom,University of Houston,"1",Florida Atlantic Coast,"22.1"
"2724",I,"0.385","0.3","0.125","0.343","0.1705","0.0735","0.081","7","12",Rebecca,Bennett,University of Houston,"1",Florida Atlantic Coast,"22.1"
"2731",I,"0.405","0.3","0.09","0.2885","0.138","0.0635","0.0765","6","5",Haniya,Talley,Prince William Sound Science Center,"1",Florida Atlantic Coast,"22.1"
"2736",I,"0.42","0.315","0.11","0.4025","0.1855","0.083","0.1015","8","8",Kali,Metcalfe,Mote Marine Laboratory,"1",Florida Atlantic Coast,"22.1"
"2741",I,"0.455","0.34","0.115","0.486","0.261","0.0655","0.1315","8","3",Inaya,Bernard,Stanford University,"1",Florida Atlantic Coast,"22.1"
"2752",F,"0.515","0.395","0.135","0.516","0.2015","0.132","0.162","9","11",Naima,Reyes,University of Houston,"1",Florida Atlantic Coast,"22.1"
"2764",I,"0.55","0.425","0.135","0.656","0.257","0.17","0.203","10","11",Naima,Reyes,University of Houston,"1",Florida Atlantic Coast,"22.1"
"2767",F,"0.555","0.445","0.175","1.1465","0.551","0.244","0.2785","8","5",Haniya,Talley,Prince William Sound Science Center,"1",Florida Atlantic Coast,"22.1"
"2769",I,"0.56","0.435","0.135","0.72","0.329","0.103","0.251","11","12",Rebecca,Bennett,University of Houston,"1",Florida Atlantic Coast,"22.1"
"2782",M,"0.595","0.475","0.14","1.0305","0.4925","0.217","0.278","10","4",Nate,Craig,NOAA Fisheries,"1",Florida Atlantic Coast,"22.1"
"2789",F,"0.615","0.46","0.15","1.0265","0.4935","0.201","0.2745","10","1",Jan,Odom,University of Houston,"1",Florida Atlantic Coast,"22.1"
"2798",M,"0.64","0.505","0.155","1.1955","0.5565","0.211","0.346","11","8",Kali,Metcalfe,Mote Marine Laboratory,"1",Florida Atlantic Coast,"22.1"
"2802",M,"0.64","0.515","0.08","1.042","0.515","0.1755","0.175","10","2",Tiegan,Davie,"University of California, Davis","1",Florida Atlantic Coast,"22.1"
"2803",M,"0.65","0.52","0.155","1.368","0.6185","0.288","0.365","9","14",Santiago,Vaughan,Ohio State University	,"1",Florida Atlantic Coast,"22.1"
"2805",F,"0.66","0.505","0.19","1.4045","0.6255","0.3375","0.3745","9","3",Inaya,Bernard,Stanford University,"1",Florida Atlantic Coast,"22.1"
"2812",M,"0.725","0.57","0.19","2.3305","1.253","0.541","0.52","9","12",Rebecca,Bennett,University of Houston,"1",Florida Atlantic Coast,"22.1"
"2820",I,"0.375","0.265","0.095","0.196","0.085","0.042","0.0585","5","3",Inaya,Bernard,Stanford University,"1",Florida Atlantic Coast,"22.1"
"2827",M,"0.5","0.365","0.13","0.5945","0.309","0.1085","0.1535","9","3",Inaya,Bernard,Stanford University,"1",Florida Atlantic Coast,"22.1"
"2842",M,"0.595","0.435","0.16","1.057","0.4255","0.224","0.31","9","2",Tiegan,Davie,"University of California, Davis","1",Florida Atlantic Coast,"22.1"
"2855",F,"0.65","0.525","0.19","1.385","0.8875","0.3095","0.405","11","4",Nate,Craig,NOAA Fisheries,"1",Florida Atlantic Coast,"22.1"
"2872",I,"0.375","0.28","0.085","0.2145","0.0855","0.0485","0.072","7","1",Jan,Odom,University of Houston,"1",Florida Atlantic Coast,"22.1"
"2878",I,"0.46","0.36","0.14","0.447","0.161","0.087","0.16","9","5",Haniya,Talley,Prince William Sound Science Center,"1",Florida Atlantic Coast,"22.1"
"2879",F,"0.465","0.35","0.11","0.4085","0.165","0.102","0.131","8","13",Betty,Berg,University of Houston,"1",Florida Atlantic Coast,"22.1"
"2884",I,"0.5","0.37","0.12","0.5445","0.249","0.1065","0.152","8","3",Inaya,Bernard,Stanford University,"1",Florida Atlantic Coast,"22.1"
"2886",I,"0.505","0.4","0.125","0.5605","0.2255","0.1435","0.17","8","3",Inaya,Bernard,Stanford University,"1",Florida Atlantic Coast,"22.1"
"2890",I,"0.52","0.4","0.11","0.597","0.2935","0.1155","0.16","8","8",Kali,Metcalfe,Mote Marine Laboratory,"1",Florida Atlantic Coast,"22.1"
"2909",F,"0.58","0.45","0.17","0.9705","0.4615","0.232","0.248","9","11",Naima,Reyes,University of Houston,"1",Florida Atlantic Coast,"22.1"
"2918",M,"0.595","0.46","0.17","1.1295","0.57","0.2555","0.265","10","8",Kali,Metcalfe,Mote Marine Laboratory,"1",Florida Atlantic Coast,"22.1"
"2930",I,"0.61","0.49","0.16","1.1545","0.5865","0.2385","0.2915","11","6",Martin,Gaines,San Diego State University,"1",Florida Atlantic Coast,"22.1"
"2940",F,"0.625","0.49","0.145","0.92","0.437","0.1735","0.28","10","7",Iona,Connolly,Florida Atlantic University,"1",Florida Atlantic Coast,"22.1"
"2955",M,"0.645","0.495","0.19","1.539","0.6115","0.408","0.445","12","7",Iona,Connolly,Florida Atlantic University,"1",Florida Atlantic Coast,"22.1"
"2958",F,"0.655","0.5","0.205","1.528","0.6215","0.3725","0.4535","11","12",Rebecca,Bennett,University of Houston,"1",Florida Atlantic Coast,"22.1"
"2965",M,"0.67","0.525","0.17","1.4005","0.715","0.3025","0.387","9","6",Martin,Gaines,San Diego State University,"1",Florida Atlantic Coast,"22.1"
"2980",M,"0.49","0.355","0.155","0.981","0.465","0.2015","0.2505","8","1",Jan,Odom,University of Houston,"1",Florida Atlantic Coast,"22.1"
"2991",F,"0.59","0.44","0.14","1.007","0.4775","0.2105","0.2925","9","8",Kali,Metcalfe,Mote Marine Laboratory,"1",Florida Atlantic Coast,"22.1"
"2998",F,"0.625","0.49","0.11","1.136","0.5265","0.1915","0.2925","9","4",Nate,Craig,NOAA Fisheries,"1",Florida Atlantic Coast,"22.1"
"3005",F,"0.67","0.515","0.17","1.4265","0.6605","0.3395","0.37","11","3",Inaya,Bernard,Stanford University,"1",Florida Atlantic Coast,"22.1"
"3017",I,"0.435","0.335","0.105","0.3535","0.156","0.05","0.1135","7","4",Nate,Craig,NOAA Fisheries,"1",Florida Atlantic Coast,"22.1"
"3023",I,"0.46","0.37","0.11","0.3965","0.1485","0.0855","0.1455","8","3",Inaya,Bernard,Stanford University,"1",Florida Atlantic Coast,"22.1"
"3031",I,"0.52","0.395","0.115","0.6445","0.3155","0.1245","0.186","11","7",Iona,Connolly,Florida Atlantic University,"1",Florida Atlantic Coast,"22.1"
"3050",M,"0.59","0.405","0.15","0.853","0.326","0.2615","0.245","9","5",Haniya,Talley,Prince William Sound Science Center,"1",Florida Atlantic Coast,"22.1"
"3064",F,"0.635","0.49","0.155","1.145","0.4775","0.3035","0.3155","9","10",Hazel,Villa,University of Minnesota,"1",Florida Atlantic Coast,"22.1"
"3083",F,"0.755","0.575","0.2","2.073","1.0135","0.4655","0.48","11","1",Jan,Odom,University of Houston,"1",Florida Atlantic Coast,"22.1"
"3095",M,"0.525","0.4","0.13","0.622","0.2655","0.147","0.184","9","1",Jan,Odom,University of Houston,"1",Florida Atlantic Coast,"22.1"
"3116",I,"0.44","0.34","0.12","0.4995","0.2965","0.0945","0.1185","6","8",Kali,Metcalfe,Mote Marine Laboratory,"1",Florida Atlantic Coast,"22.1"
"3129",F,"0.63","0.495","0.19","1.1655","0.536","0.2115","0.1625","10","1",Jan,Odom,University of Houston,"1",Florida Atlantic Coast,"22.1"
"3141",M,"0.55","0.425","0.16","0.97","0.2885","0.139","0.48","20","5",Haniya,Talley,Prince William Sound Science Center,"1",Florida Atlantic Coast,"22.1"
"3152",F,"0.665","0.5","0.175","1.742","0.595","0.3025","0.725","21","13",Betty,Berg,University of Houston,"1",Florida Atlantic Coast,"22.1"
"3164",F,"0.55","0.44","0.125","0.765","0.33","0.2125","0.245","9","1",Jan,Odom,University of Houston,"1",Florida Atlantic Coast,"22.1"
"3185",F,"0.67","0.545","0.175","1.707","0.6995","0.387","0.575","13","14",Santiago,Vaughan,Ohio State University	,"1",Florida Atlantic Coast,"22.1"
"3187",F,"0.47","0.36","0.11","0.4965","0.237","0.127","0.13","6","3",Inaya,Bernard,Stanford University,"1",Florida Atlantic Coast,"22.1"
"3197",I,"0.325","0.245","0.075","0.1495","0.0605","0.033","0.045","5","8",Kali,Metcalfe,Mote Marine Laboratory,"1",Florida Atlantic Coast,"22.1"
"3200",F,"0.49","0.38","0.155","0.578","0.2395","0.1255","0.18","9","12",Rebecca,Bennett,University of Houston,"1",Florida Atlantic Coast,"22.1"
"3201",F,"0.505","0.405","0.16","0.6835","0.271","0.145","0.215","10","4",Nate,Craig,NOAA Fisheries,"1",Florida Atlantic Coast,"22.1"
"3202",F,"0.385","0.3","0.1","0.2725","0.1115","0.057","0.08","6","5",Haniya,Talley,Prince William Sound Science Center,"1",Florida Atlantic Coast,"22.1"
"3213",F,"0.585","0.46","0.17","1.0835","0.3745","0.326","0.325","14","3",Inaya,Bernard,Stanford University,"1",Florida Atlantic Coast,"22.1"
"3220",M,"0.675","0.525","0.175","1.402","0.483","0.3205","0.465","16","2",Tiegan,Davie,"University of California, Davis","1",Florida Atlantic Coast,"22.1"
"3234",F,"0.61","0.48","0.19","1.2955","0.5215","0.3225","0.365","12","7",Iona,Connolly,Florida Atlantic University,"1",Florida Atlantic Coast,"22.1"
"3257",F,"0.575","0.48","0.15","0.8745","0.375","0.193","0.29","12","8",Kali,Metcalfe,Mote Marine Laboratory,"1",Florida Atlantic Coast,"22.1"
"3267",F,"0.495","0.385","0.135","0.6625","0.3005","0.1635","0.185","11","11",Naima,Reyes,University of Houston,"1",Florida Atlantic Coast,"22.1"
"3286",F,"0.665","0.57","0.185","1.522","0.6965","0.3025","0.405","13","7",Iona,Connolly,Florida Atlantic University,"1",Florida Atlantic Coast,"22.1"
"3297",F,"0.605","0.485","0.165","1.0735","0.437","0.205","0.33","14","15",Conan,Dalton,University of Houston,"1",Florida Atlantic Coast,"22.1"
"3305",F,"0.57","0.435","0.14","0.8085","0.3235","0.183","0.22","16","5",Haniya,Talley,Prince William Sound Science Center,"1",Florida Atlantic Coast,"22.1"
"3311",F,"0.62","0.485","0.165","1.166","0.483","0.238","0.355","13","11",Naima,Reyes,University of Houston,"1",Florida Atlantic Coast,"22.1"
"3322",I,"0.49","0.385","0.14","0.5425","0.198","0.127","0.175","11","2",Tiegan,Davie,"University of California, Davis","1",Florida Atlantic Coast,"22.1"
"3332",F,"0.51","0.34","0.18","0.7005","0.312","0.165","0.2","11","5",Haniya,Talley,Prince William Sound Science Center,"1",Florida Atlantic Coast,"22.1"
"3339",F,"0.685","0.525","0.175","1.71","0.5415","0.309","0.58","16","13",Betty,Berg,University of Houston,"1",Florida Atlantic Coast,"22.1"
"3340",F,"0.585","0.475","0.185","0.8575","0.3465","0.1785","0.275","12","6",Martin,Gaines,San Diego State University,"1",Florida Atlantic Coast,"22.1"
"3356",I,"0.435","0.34","0.11","0.407","0.1685","0.073","0.13","10","2",Tiegan,Davie,"University of California, Davis","1",Florida Atlantic Coast,"22.1"
"3374",M,"0.54","0.405","0.155","0.9715","0.3225","0.194","0.29","19","1",Jan,Odom,University of Houston,"1",Florida Atlantic Coast,"22.1"
"3401",M,"0.53","0.43","0.135","0.879","0.28","0.2165","0.25","10","5",Haniya,Talley,Prince William Sound Science Center,"1",Florida Atlantic Coast,"22.1"
"3406",I,"0.34","0.25","0.075","0.1765","0.0785","0.0405","0.05","7","4",Nate,Craig,NOAA Fisheries,"1",Florida Atlantic Coast,"22.1"
"3425",M,"0.64","0.51","0.17","1.3715","0.567","0.307","0.409","10","5",Haniya,Talley,Prince William Sound Science Center,"1",Florida Atlantic Coast,"22.1"
"3430",I,"0.28","0.21","0.065","0.111","0.0425","0.0285","0.03","6","14",Santiago,Vaughan,Ohio State University	,"1",Florida Atlantic Coast,"22.1"
"3444",I,"0.485","0.37","0.1","0.513","0.219","0.1075","0.13","7","15",Conan,Dalton,University of Houston,"1",Florida Atlantic Coast,"22.1"
"3450",M,"0.52","0.395","0.125","0.8115","0.4035","0.166","0.2","7","8",Kali,Metcalfe,Mote Marine Laboratory,"1",Florida Atlantic Coast,"22.1"
"3456",M,"0.6","0.475","0.155","1.1385","0.502","0.2295","0.31","9","4",Nate,Craig,NOAA Fisheries,"1",Florida Atlantic Coast,"22.1"
"3462",F,"0.625","0.495","0.16","1.1115","0.4495","0.2825","0.345","11","10",Hazel,Villa,University of Minnesota,"1",Florida Atlantic Coast,"22.1"
"3490",F,"0.53","0.42","0.14","0.627","0.2905","0.1165","0.183","8","2",Tiegan,Davie,"University of California, Davis","1",Florida Atlantic Coast,"22.1"
"3499",M,"0.59","0.46","0.145","0.929","0.38","0.24","0.255","10","5",Haniya,Talley,Prince William Sound Science Center,"1",Florida Atlantic Coast,"22.1"
"3505",F,"0.62","0.51","0.18","1.233","0.592","0.274","0.322","10","12",Rebecca,Bennett,University of Houston,"1",Florida Atlantic Coast,"22.1"
"3530",I,"0.36","0.265","0.075","0.1785","0.0785","0.035","0.054","6","11",Naima,Reyes,University of Houston,"1",Florida Atlantic Coast,"22.1"
"3536",I,"0.4","0.265","0.1","0.2775","0.1245","0.0605","0.08","9","11",Naima,Reyes,University of Houston,"1",Florida Atlantic Coast,"22.1"
"3577",F,"0.6","0.475","0.155","1.059","0.441","0.19","0.39","11","11",Naima,Reyes,University of Houston,"1",Florida Atlantic Coast,"22.1"
"3581",F,"0.62","0.48","0.165","1.043","0.4835","0.221","0.31","10","5",Haniya,Talley,Prince William Sound Science Center,"1",Florida Atlantic Coast,"22.1"
"3582",M,"0.625","0.48","0.16","1.1415","0.5795","0.2145","0.29","9","9",Danica,Tyler,University of Florida	,"1",Florida Atlantic Coast,"22.1"
"3585",M,"0.625","0.49","0.165","1.1835","0.517","0.2375","0.39","11","14",Santiago,Vaughan,Ohio State University	,"1",Florida Atlantic Coast,"22.1"
"3586",M,"0.625","0.485","0.16","1.2135","0.631","0.2235","0.302","9","2",Tiegan,Davie,"University of California, Davis","1",Florida Atlantic Coast,"22.1"
"3592",F,"0.65","0.475","0.165","1.3875","0.58","0.3485","0.3095","9","4",Nate,Craig,NOAA Fisheries,"1",Florida Atlantic Coast,"22.1"
"3594",F,"0.655","0.53","0.165","1.2835","0.583","0.1255","0.4","8","7",Iona,Connolly,Florida Atlantic University,"1",Florida Atlantic Coast,"22.1"
