"ARPU_BANDS","ARPU","3"
"1001-5000",1510,406
"1001-5000",1513,338
"1001-5000",1522,330
"1001-5000",1526,324
"1001-5000",1532,290
"1001-5000",1558,294
"1001-5000",1574,298
"1001-5000",1578,312
"1001-5000",1580,388
"1001-5000",1581,272
"1001-5000",1590,302
"1001-5000",1602,270
"1001-5000",1634,256
"1001-5000",1643,236
"1001-5000",1645,262
"1001-5000",1653,218
"1001-5000",1662,234
"1001-5000",1674,250
"1001-5000",1686,238
"1001-5000",1688,218
"1001-5000",1728,208
"1001-5000",1739,212
"1001-5000",1741,202
"1001-5000",1750,312
"1001-5000",1751,194
"1001-5000",1753,202
"1001-5000",1761,172
"1001-5000",1778,184
"1001-5000",1783,184
"1001-5000",1801,128
"1001-5000",1814,200
"1001-5000",1843,158
"1001-5000",1850,174
"1001-5000",1883,186
"1001-5000",1917,128
"1001-5000",1927,116
"1001-5000",1944,170
"1001-5000",1960,146
"1001-5000",1984,110
"1001-5000",2006,186
"1001-5000",2012,196
"1001-5000",2015,212
"1001-5000",2025,172
"1001-5000",2039,156
"1001-5000",2040,220
"1001-5000",2048,136
"1001-5000",2057,104
"1001-5000",2060,182
"1001-5000",2070,174
"1001-5000",2086,112
"1001-5000",2090,190
"1001-5000",2093,122
"1001-5000",2095,140
"1001-5000",2102,156
"1001-5000",2106,140
"1001-5000",2114,124
"1001-5000",2138,114
"1001-5000",2146,90
"1001-5000",2159,132
"1001-5000",2165,134
"1001-5000",2174,108
"1001-5000",2179,116
"1001-5000",2183,80
"1001-5000",2242,86
"1001-5000",2265,92
"1001-5000",2277,106
"1001-5000",2290,84
"1001-5000",2296,84
"1001-5000",2304,88
"1001-5000",2348,88
"1001-5000",2362,56
"1001-5000",2370,76
"1001-5000",2383,92
"1001-5000",2402,90
"1001-5000",2415,54
"1001-5000",2435,62
"1001-5000",2454,60
"1001-5000",2473,64
"1001-5000",2479,78
"1001-5000",2482,54
"1001-5000",2489,62
"1001-5000",2498,60
"1001-5000",2527,40
"1001-5000",2529,74
"1001-5000",2534,58
"1001-5000",2546,46
"1001-5000",2550,64
"1001-5000",2627,60
"1001-5000",2647,42
"1001-5000",2652,32
"1001-5000",2657,28
"1001-5000",2662,32
"1001-5000",2663,52
"1001-5000",2674,34
"1001-5000",2696,36
"1001-5000",2700,86
"1001-5000",2702,30
"1001-5000",2703,38
"1001-5000",2705,36
"1001-5000",2711,40
"1001-5000",2725,46
"1001-5000",2749,46
"1001-5000",2762,30
"1001-5000",2795,24
"1001-5000",2801,24
"1001-5000",2805,26
"1001-5000",2812,40
"1001-5000",2814,28
"1001-5000",2815,26
"1001-5000",2840,36
"1001-5000",2854,28
"1001-5000",2858,36
"1001-5000",2863,36
"1001-5000",2865,14
"1001-5000",2867,14
"1001-5000",2870,24
"1001-5000",2893,34
"1001-5000",2902,26
"1001-5000",2927,18
"1001-5000",2936,30
"1001-5000",2938,24
"1001-5000",2941,24
"1001-5000",2967,26
"1001-5000",2986,34
"1001-5000",3010,40
"1001-5000",3036,18
"1001-5000",3039,28
"1001-5000",3062,8
"1001-5000",3066,12
"1001-5000",3073,18
"1001-5000",3074,12
"1001-5000",3085,26
"1001-5000",3113,24
"1001-5000",3120,28
"1001-5000",3139,20
"1001-5000",3150,18
"1001-5000",3163,18
"1001-5000",3169,24
"1001-5000",3171,18
"1001-5000",3175,16
"1001-5000",3178,10
"1001-5000",3185,10
"1001-5000",3192,16
"1001-5000",3222,20
"1001-5000",3225,16
"1001-5000",3237,10
"1001-5000",3261,10
"1001-5000",3274,18
"1001-5000",3286,8
"1001-5000",3287,16
"1001-5000",3316,18
"1001-5000",3317,14
"1001-5000",3319,18
"1001-5000",3321,22
"1001-5000",3329,16
"1001-5000",3331,4
"1001-5000",3332,8
"1001-5000",3341,20
"1001-5000",3363,8
"1001-5000",3388,8
"1001-5000",3402,8
"1001-5000",3425,6
"1001-5000",3441,10
"1001-5000",3464,10
"1001-5000",3469,2
"1001-5000",3471,12
"1001-5000",3480,14
"1001-5000",3486,4
"1001-5000",3489,12
"1001-5000",3505,14
"1001-5000",3508,12
"1001-5000",3517,8
"1001-5000",3540,8
"1001-5000",3542,14
"1001-5000",3543,12
"1001-5000",3566,8
"1001-5000",3569,4
"1001-5000",3575,6
"1001-5000",3580,6
"1001-5000",3583,10
"1001-5000",3586,10
"1001-5000",3597,14
"1001-5000",3639,6
"1001-5000",3651,10
"1001-5000",3658,14
"1001-5000",3674,8
"1001-5000",3681,10
"1001-5000",3697,4
"1001-5000",3698,8
"1001-5000",3720,10
"1001-5000",3727,4
"1001-5000",3732,10
"1001-5000",3790,10
"1001-5000",3836,6
"1001-5000",3838,6
"1001-5000",3839,8
"1001-5000",3841,2
"1001-5000",3843,4
"1001-5000",3853,8
"1001-5000",3864,12
"1001-5000",3874,2
"1001-5000",3875,14
"1001-5000",3888,10
"1001-5000",3900,8
"1001-5000",3915,4
"1001-5000",3918,8
"1001-5000",3931,8
"1001-5000",3942,6
"1001-5000",3944,6
"1001-5000",3981,4
"1001-5000",3982,2
"1001-5000",3985,10
"1001-5000",4185,6
"1001-5000",4207,4
"1001-5000",4218,4
"1001-5000",4221,4
"1001-5000",4265,8
"1001-5000",4266,4
"1001-5000",4271,4
"1001-5000",4293,2
"1001-5000",4407,2
"1001-5000",4432,6
"1001-5000",4444,6
"1001-5000",4474,2
"1001-5000",4496,2
"1001-5000",4536,4
"1001-5000",4549,2
"1001-5000",4557,6
"1001-5000",4571,2
"1001-5000",4575,2
"1001-5000",4670,6
"1001-5000",4673,2
"1001-5000",4696,2
"1001-5000",4715,2
"1001-5000",4739,2
"1001-5000",4787,2
"1001-5000",4800,2
"1001-5000",4802,2
"1001-5000",4811,2
"1001-5000",4819,2
"1001-5000",4837,2
"1001-5000",4838,4
"1001-5000",4890,2
"1001-5000",4952,4
"1001-5000",4964,4
"1001-5000",4979,2
"1001-5000",4999,4
"101-200",117,24732
"101-200",132,20332
"101-200",139,28078
"101-200",147,21816
"101-200",155,21098
"101-200",167,18022
"101-200",169,22532
"101-200",195,16668
"11-20",19,113476
"201-500",210,24098
"201-500",233,13936
"201-500",265,11370
"201-500",277,9962
"201-500",279,12396
"201-500",284,10160
"201-500",292,8794
"201-500",351,7046
"201-500",352,6870
"201-500",357,6628
"201-500",360,12934
"201-500",381,5944
"201-500",393,5618
"201-500",394,5800
"201-500",416,5282
"201-500",433,4924
"201-500",450,9298
"201-500",459,5380
"201-500",469,5144
"201-500",474,4652
"201-500",478,4272
"201-500",494,5668
"201-500",497,3998
"21-50",39,75130
"500-1000",507,3842
"500-1000",522,3540
"500-1000",531,3482
"500-1000",543,3408
"500-1000",548,3348
"500-1000",555,3636
"500-1000",559,3812
"500-1000",576,2998
"500-1000",585,4530
"500-1000",594,3386
"500-1000",606,2752
"500-1000",615,3018
"500-1000",640,3542
"500-1000",653,2362
"500-1000",662,2256
"500-1000",670,2932
"500-1000",675,3324
"500-1000",683,2048
"500-1000",688,2122
"500-1000",705,2370
"500-1000",748,1834
"500-1000",756,1674
"500-1000",775,1950
"500-1000",788,1612
"500-1000",801,1558
"500-1000",805,1808
"500-1000",834,1586
"500-1000",846,1332
"500-1000",855,1894
"500-1000",859,1608
"500-1000",885,1466
"500-1000",893,1228
"500-1000",919,1344
"500-1000",927,1064
"500-1000",928,1096
"500-1000",932,1144
"500-1000",941,1036
"500-1000",945,1450
"500-1000",958,1070
"500-1000",962,1060
"500-1000",970,1248
"500-1000",983,1012
"500-1000",1000,26916
"51-100",51,36422
"51-100",56,44212
"51-100",76,33778
"51-100",79,40274
"51-100",93,27672
GREATER 5000,5006,4
GREATER 5000,5048,2
GREATER 5000,5049,2
GREATER 5000,5074,2
GREATER 5000,5084,2
GREATER 5000,5101,2
GREATER 5000,5105,2
GREATER 5000,5109,2
GREATER 5000,5118,4
GREATER 5000,5149,4
GREATER 5000,5196,2
GREATER 5000,5201,2
"500-1000",819,1754
"500-1000",832,1348
"500-1000",836,1322
"500-1000",840,1810
"500-1000",844,1594
"500-1000",849,1542
"500-1000",861,1248
"500-1000",870,1518
"500-1000",887,1204
"500-1000",895,1434
"500-1000",917,1082
"500-1000",925,1238
"500-1000",930,1312
"500-1000",938,1156
"500-1000",943,1106
"500-1000",947,1076
"500-1000",956,1024
"500-1000",960,1414
"500-1000",964,1056
"51-100",52,34984
"51-100",83,29028
"51-100",84,31354
"51-100",98,32632
"51-100",100,64792
GREATER 5000,5034,2
GREATER 5000,5069,2
GREATER 5000,5122,2
GREATER 5000,5123,2
GREATER 5000,5262,2
GREATER 5000,5300,4
GREATER 5000,5315,2
GREATER 5000,5324,2
GREATER 5000,5370,2
GREATER 5000,5391,2
GREATER 5000,5431,2
GREATER 5000,5489,2
GREATER 5000,5534,2
GREATER 5000,5541,4
GREATER 5000,5643,2
GREATER 5000,5661,2
GREATER 5000,5669,2
GREATER 5000,5765,2
GREATER 5000,5908,2
GREATER 5000,5971,2
GREATER 5000,6050,6
GREATER 5000,6099,2
GREATER 5000,6162,2
GREATER 5000,6180,2
GREATER 5000,6240,2
GREATER 5000,6291,2
GREATER 5000,6355,2
GREATER 5000,6360,2
GREATER 5000,6723,2
GREATER 5000,6731,2
GREATER 5000,7044,2
GREATER 5000,7538,2
GREATER 5000,8325,2
GREATER 5000,8369,2
GREATER 5000,8546,2
GREATER 5000,8938,2
GREATER 5000,9083,2
GREATER 5000,9675,2
GREATER 5000,10048,2
GREATER 5000,11283,2
GREATER 5000,15340,2
GREATER 5000,28182,2
GREATER 5000,28246,2
OTHERS,-6000,2
OTHERS,-1999,2
OTHERS,-1878,2
OTHERS,-768,2
OTHERS,-653,2
OTHERS,-492,2
OTHERS,-406,2
OTHERS,-386,2
OTHERS,-330,2
OTHERS,-207,2
OTHERS,-93,2
OTHERS,-89,4
OTHERS,-87,2
OTHERS,-68,2
OTHERS,-28,6
OTHERS,-14,2
"1001-5000",2399,120
"1001-5000",2400,146
"1001-5000",2419,84
"1001-5000",2438,58
"1001-5000",2440,70
"1001-5000",2443,62
"1001-5000",2464,66
"1001-5000",2467,42
"1001-5000",2468,90
"1001-5000",2483,68
"1001-5000",2490,62
"1001-5000",2500,280
"1001-5000",2520,48
"1001-5000",2522,50
"1001-5000",2526,54
"1001-5000",2543,40
"1001-5000",2572,32
"1001-5000",2582,50
"1001-5000",2602,52
"1001-5000",2637,46
"1001-5000",2640,46
"1001-5000",2646,50
"1001-5000",2651,52
"1001-5000",2660,58
"1001-5000",2677,30
"1001-5000",2682,38
"1001-5000",2686,34
"1001-5000",2695,40
"1001-5000",2730,38
"1001-5000",2765,24
"1001-5000",2774,20
"1001-5000",2779,28
"1001-5000",2780,48
"1001-5000",2783,26
"1001-5000",2789,16
"1001-5000",2818,24
"1001-5000",2819,28
"1001-5000",2829,32
"1001-5000",2856,18
"1001-5000",2905,18
"1001-5000",2913,30
"1001-5000",2922,12
"1001-5000",2929,28
"1001-5000",2957,22
"1001-5000",2958,24
"1001-5000",2982,12
"1001-5000",2996,14
"1001-5000",3005,24
"1001-5000",3017,24
"1001-5000",3018,18
"1001-5000",3022,22
"1001-5000",3031,10
"1001-5000",3052,24
"1001-5000",3060,36
"1001-5000",3061,26
"1001-5000",3064,30
"1001-5000",3069,32
"1001-5000",3071,24
"1001-5000",3115,24
"1001-5000",3149,28
"1001-5000",3152,22
"1001-5000",3198,34
"1001-5000",3220,24
"1001-5000",3223,30
"1001-5000",3239,8
"1001-5000",3241,18
"1001-5000",3257,10
"1001-5000",3263,10
"1001-5000",3266,14
"1001-5000",3270,10
"1001-5000",3297,20
"1001-5000",3328,2
"1001-5000",3342,16
"1001-5000",3371,14
"1001-5000",3379,8
"1001-5000",3407,10
"1001-5000",3420,16
"1001-5000",3428,14
"1001-5000",3439,6
"1001-5000",3447,18
"1001-5000",3453,4
"1001-5000",3461,10
"1001-5000",3472,6
"1001-5000",3476,4
"1001-5000",3479,12
"1001-5000",3495,16
"1001-5000",3497,10
"1001-5000",3498,8
"1001-5000",3503,8
"1001-5000",3513,10
"1001-5000",3519,8
"1001-5000",3533,10
"1001-5000",3548,14
"1001-5000",3551,4
"1001-5000",3570,12
"1001-5000",3584,14
"1001-5000",3606,12
"1001-5000",3608,10
"1001-5000",3633,8
"1001-5000",3635,4
"1001-5000",3638,8
"1001-5000",3660,12
"1001-5000",3661,10
"1001-5000",3670,12
"1001-5000",3689,4
"1001-5000",3706,6
"1001-5000",3710,4
"1001-5000",3715,6
"1001-5000",3728,6
"1001-5000",3753,10
"1001-5000",3803,4
"1001-5000",3816,6
"1001-5000",3883,8
"1001-5000",3890,4
"1001-5000",3916,2
"1001-5000",3920,6
"1001-5000",3938,2
"1001-5000",3940,2
"1001-5000",3973,10
"1001-5000",3984,8
"1001-5000",3991,8
"1001-5000",4009,10
"1001-5000",4015,4
"1001-5000",4037,6
"1001-5000",4045,14
"1001-5000",4059,6
"1001-5000",4187,4
"1001-5000",4195,8
"1001-5000",4200,14
"1001-5000",4209,12
"1001-5000",4232,4
"1001-5000",4246,2
"1001-5000",4285,12
"1001-5000",4292,4
"1001-5000",4295,2
"1001-5000",4313,4
"1001-5000",4323,2
"1001-5000",4334,8
"1001-5000",4337,2
"1001-5000",4342,2
"1001-5000",4348,4
"1001-5000",4354,2
"1001-5000",4356,4
"1001-5000",4374,2
"1001-5000",4386,4
"1001-5000",4412,8
"1001-5000",4423,2
"1001-5000",4424,4
"1001-5000",4451,2
"1001-5000",4466,4
"1001-5000",4472,2
"1001-5000",4494,2
"1001-5000",4516,6
"1001-5000",4551,2
"1001-5000",4554,2
"1001-5000",4583,6
"1001-5000",4594,2
"1001-5000",4598,2
"1001-5000",4605,2
"1001-5000",4607,2
"1001-5000",4637,2
"1001-5000",4649,2
"1001-5000",4667,2
"1001-5000",4716,4
"1001-5000",4773,4
"1001-5000",4803,4
"1001-5000",4920,2
"1001-5000",4947,4
"1001-5000",4988,2
"1001-5000",4996,4
"101-200",114,24792
"101-200",122,22006
"101-200",125,27152
"101-200",135,29800
"101-200",138,23754
"101-200",163,18584
"101-200",164,19218
"101-200",192,15418
"101-200",200,63886
"11-20",12,51140
"201-500",205,16272
"201-500",217,14924
"201-500",237,12626
"201-500",239,15168
"201-500",271,10604
"201-500",282,9780
"201-500",283,9448
"201-500",314,11186
"201-500",323,7986
"201-500",339,8396
"201-500",367,6444
"201-500",388,5910
"201-500",395,6536
"201-500",410,8012
"201-500",411,5362
"201-500",413,5476
"201-500",426,4920
"201-500",445,5402
"201-500",451,4800
"201-500",460,6764
"21-50",25,44906
"21-50",33,42542
"21-50",40,101558
"500-1000",506,3886
"500-1000",515,4574
"500-1000",527,3570
"500-1000",530,4598
"500-1000",538,3594
"500-1000",553,3206
"500-1000",567,3072
"500-1000",582,2816
"500-1000",586,2948
"500-1000",605,3174
"500-1000",635,3052
"500-1000",639,2916
"500-1000",646,2364
"500-1000",657,2352
"500-1000",699,2628
"500-1000",717,1892
"500-1000",721,1998
"500-1000",736,1852
"500-1000",751,1738
"500-1000",766,1742
"500-1000",776,1712
"500-1000",795,1870
"500-1000",810,2410
"500-1000",839,1688
"500-1000",847,1268
"500-1000",858,1406
"500-1000",865,1632
"500-1000",877,1318
"500-1000",903,1154
"500-1000",907,1178
"500-1000",914,1196
"500-1000",933,1008
"500-1000",955,1244
"500-1000",982,940
"500-1000",997,938
"51-100",55,41790
"51-100",65,40118
"51-100",72,36452
"51-100",74,33192
"51-100",87,31516
GREATER 5000,5008,2
GREATER 5000,5067,2
GREATER 5000,5087,6
GREATER 5000,5140,2
GREATER 5000,5146,2
GREATER 5000,5147,2
GREATER 5000,5192,2
GREATER 5000,5195,2
GREATER 5000,5203,2
GREATER 5000,5344,4
GREATER 5000,5359,2
"1001-5000",2589,48
"1001-5000",2592,46
"1001-5000",2596,28
"1001-5000",2606,56
"1001-5000",2630,42
"1001-5000",2643,52
"1001-5000",2644,34
"1001-5000",2645,68
"1001-5000",2664,34
"1001-5000",2681,32
"1001-5000",2684,46
"1001-5000",2694,46
"1001-5000",2743,36
"1001-5000",2764,52
"1001-5000",2768,26
"1001-5000",2788,28
"1001-5000",2826,40
"1001-5000",2837,20
"1001-5000",2841,22
"1001-5000",2860,34
"1001-5000",2875,52
"1001-5000",2877,28
"1001-5000",2881,24
"1001-5000",2932,16
"1001-5000",2937,32
"1001-5000",2944,22
"1001-5000",2945,32
"1001-5000",2949,30
"1001-5000",2954,20
"1001-5000",2970,30
"1001-5000",2972,14
"1001-5000",2984,26
"1001-5000",2987,16
"1001-5000",2988,26
"1001-5000",2990,30
"1001-5000",3042,16
"1001-5000",3049,26
"1001-5000",3079,30
"1001-5000",3088,22
"1001-5000",3092,18
"1001-5000",3098,22
"1001-5000",3100,48
"1001-5000",3104,24
"1001-5000",3124,24
"1001-5000",3129,10
"1001-5000",3142,18
"1001-5000",3143,10
"1001-5000",3146,30
"1001-5000",3155,18
"1001-5000",3156,20
"1001-5000",3167,14
"1001-5000",3176,24
"1001-5000",3180,18
"1001-5000",3187,14
"1001-5000",3196,8
"1001-5000",3235,12
"1001-5000",3259,14
"1001-5000",3260,12
"1001-5000",3268,18
"1001-5000",3283,12
"1001-5000",3296,14
"1001-5000",3312,10
"1001-5000",3323,18
"1001-5000",3333,18
"1001-5000",3336,16
"1001-5000",3344,14
"1001-5000",3346,10
"1001-5000",3348,10
"1001-5000",3387,8
"1001-5000",3391,2
"1001-5000",3400,12
"1001-5000",3434,16
"1001-5000",3452,24
"1001-5000",3475,8
"1001-5000",3491,10
"1001-5000",3492,12
"1001-5000",3504,10
"1001-5000",3524,10
"1001-5000",3532,10
"1001-5000",3537,8
"1001-5000",3539,10
"1001-5000",3541,6
"1001-5000",3546,4
"1001-5000",3550,16
"1001-5000",3552,12
"1001-5000",3579,2
"1001-5000",3589,10
"1001-5000",3592,8
"1001-5000",3599,18
"1001-5000",3602,8
"1001-5000",3613,6
"1001-5000",3615,14
"1001-5000",3616,6
"1001-5000",3656,6
"1001-5000",3672,14
"1001-5000",3680,6
"1001-5000",3685,8
"1001-5000",3690,6
"1001-5000",3699,8
"1001-5000",3716,6
"1001-5000",3731,12
"1001-5000",3744,4
"1001-5000",3746,16
"1001-5000",3747,4
"1001-5000",3749,14
"1001-5000",3760,6
"1001-5000",3763,6
"1001-5000",3770,6
"1001-5000",3771,10
"1001-5000",3772,10
"1001-5000",3792,6
"1001-5000",3824,6
"1001-5000",3835,10
"1001-5000",3855,2
"1001-5000",3860,14
"1001-5000",3869,6
"1001-5000",3876,6
"1001-5000",3892,10
"1001-5000",3903,10
"1001-5000",3910,16
"1001-5000",3923,4
"1001-5000",3935,2
"1001-5000",3958,8
"1001-5000",3989,8
"1001-5000",4000,292
"1001-5000",4005,6
"1001-5000",1012,1108
"1001-5000",1013,1046
"1001-5000",1029,1220
"1001-5000",1037,952
"1001-5000",1044,1222
"1001-5000",1051,918
"1001-5000",1076,846
"1001-5000",1112,754
"1001-5000",1125,978
"1001-5000",1139,878
"1001-5000",1147,746
"1001-5000",1160,938
"1001-5000",1171,698
"1001-5000",1178,680
"1001-5000",1180,822
"1001-5000",1187,616
"1001-5000",1188,696
"1001-5000",1200,1570
"1001-5000",1203,630
"1001-5000",1205,702
"1001-5000",1223,610
"1001-5000",1225,706
"1001-5000",1232,572
"1001-5000",1235,680
"1001-5000",1240,736
"1001-5000",1251,530
"1001-5000",1252,538
"1001-5000",1255,640
"1001-5000",1294,490
"1001-5000",1299,688
"1001-5000",1301,514
"1001-5000",1308,510
"1001-5000",1317,492
"1001-5000",1319,532
"1001-5000",1329,564
"1001-5000",1336,426
"1001-5000",1343,440
"1001-5000",1348,460
"1001-5000",1356,424
"1001-5000",1359,468
"1001-5000",1360,548
"1001-5000",1362,432
"1001-5000",1398,460
"1001-5000",1407,396
"1001-5000",1429,422
"1001-5000",1437,362
"1001-5000",1449,450
"1001-5000",1468,388
"1001-5000",1473,350
"1001-5000",1478,336
"1001-5000",1493,288
"1001-5000",1498,358
"1001-5000",1501,390
"1001-5000",1512,296
"1001-5000",1531,330
"1001-5000",1546,264
"1001-5000",1547,312
"1001-5000",1553,292
"1001-5000",1559,314
"1001-5000",1561,252
"1001-5000",1564,296
"1001-5000",1565,342
"1001-5000",1567,272
"1001-5000",1568,306
"1001-5000",1573,304
"1001-5000",1589,324
"1001-5000",1592,246
"1001-5000",1616,270
"1001-5000",1631,252
"1001-5000",1654,242
"1001-5000",1666,230
"1001-5000",1706,202
"1001-5000",1762,170
"1001-5000",1798,204
"1001-5000",1823,162
"1001-5000",1831,164
"1001-5000",1839,218
"1001-5000",1845,194
"1001-5000",1848,164
"1001-5000",1855,164
"1001-5000",1857,160
"1001-5000",1860,188
"1001-5000",1868,182
"1001-5000",1871,176
"1001-5000",1874,160
"1001-5000",1885,174
"1001-5000",1887,134
"1001-5000",1897,138
"1001-5000",1903,152
"1001-5000",1916,144
"1001-5000",1919,174
"1001-5000",1925,164
"1001-5000",1959,140
"1001-5000",1961,94
"1001-5000",1962,130
"1001-5000",1966,132
"1001-5000",1985,146
"1001-5000",1995,148
"1001-5000",1999,194
"1001-5000",2010,410
"1001-5000",2035,158
"1001-5000",2058,130
"1001-5000",2059,162
"1001-5000",2076,88
"1001-5000",2091,116
"1001-5000",2101,144
"1001-5000",2104,136
"1001-5000",2107,114
"1001-5000",2130,128
"1001-5000",2166,88
"1001-5000",2175,116
"1001-5000",2176,100
"1001-5000",2194,130
"1001-5000",2204,134
"1001-5000",2215,78
"1001-5000",2217,94
"1001-5000",2221,104
"1001-5000",2222,98
"1001-5000",2251,110
"1001-5000",2255,86
"1001-5000",2269,108
"1001-5000",2274,92
"1001-5000",2280,72
"1001-5000",2291,88
"1001-5000",2314,96
"1001-5000",4001,18
"1001-5000",4004,12
"1001-5000",4017,2
"1001-5000",4029,10
"1001-5000",4041,4
"1001-5000",4042,2
"1001-5000",4046,8
"1001-5000",4057,4
"1001-5000",4076,6
"1001-5000",4086,10
"1001-5000",4089,8
"1001-5000",4092,2
"1001-5000",4095,4
"1001-5000",4101,10
"1001-5000",4112,2
"1001-5000",4121,2
"1001-5000",4128,2
"1001-5000",4148,2
"1001-5000",4179,8
"1001-5000",4191,4
"1001-5000",4199,4
"1001-5000",4204,2
"1001-5000",4228,2
"1001-5000",4256,4
"1001-5000",4262,6
"1001-5000",4291,2
"1001-5000",4300,10
"1001-5000",4314,2
"1001-5000",4367,6
"1001-5000",4384,6
"1001-5000",4388,2
"1001-5000",4393,2
"1001-5000",4445,6
"1001-5000",4453,2
"1001-5000",4460,6
"1001-5000",4468,2
"1001-5000",4501,6
"1001-5000",4539,2
"1001-5000",4547,8
"1001-5000",4570,6
"1001-5000",4589,2
"1001-5000",4591,2
"1001-5000",4612,2
"1001-5000",4613,4
"1001-5000",4662,2
"1001-5000",4678,4
"1001-5000",4683,4
"1001-5000",4709,2
"1001-5000",4712,4
"1001-5000",4725,2
"1001-5000",4770,4
"1001-5000",4772,2
"1001-5000",4823,6
"1001-5000",4844,2
"1001-5000",4861,2
"1001-5000",4867,4
"1001-5000",4869,4
"1001-5000",4871,2
"1001-5000",4872,2
"1001-5000",4898,2
"1001-5000",4918,2
"1001-5000",4922,2
"1001-5000",4933,2
"1001-5000",4938,2
"1001-5000",4965,2
"101-200",103,25806
"101-200",108,33960
"101-200",112,23682
"101-200",115,24928
"101-200",121,22498
"101-200",159,24430
"101-200",179,27262
"201-500",218,15438
"201-500",228,14222
"201-500",238,13188
"201-500",244,13526
"201-500",245,14498
"201-500",300,19556
"201-500",315,12688
"201-500",319,10340
"201-500",325,9374
"201-500",326,7718
"201-500",327,7826
"201-500",328,8026
"201-500",331,7644
"201-500",334,8252
"201-500",345,8288
"201-500",348,7296
"201-500",363,6898
"201-500",365,7806
"201-500",374,6604
"201-500",429,5626
"201-500",430,6990
"201-500",446,4576
"201-500",452,4586
"201-500",476,4140
"201-500",479,4776
"21-50",28,79450
"21-50",45,57932
"500-1000",510,5410
"500-1000",516,3746
"500-1000",537,3366
"500-1000",557,2970
"500-1000",562,3180
"500-1000",566,2922
"500-1000",570,4202
"500-1000",583,3148
"500-1000",600,5154
"500-1000",604,3168
"500-1000",617,2574
"500-1000",643,2360
"500-1000",655,2704
"500-1000",660,3128
"500-1000",664,2544
"500-1000",668,2282
"500-1000",681,2122
"500-1000",685,2612
"500-1000",720,3342
"500-1000",737,1830
"500-1000",750,2852
"500-1000",762,1824
"500-1000",767,1696
"500-1000",777,1584
"500-1000",794,1770
"500-1000",823,1498
"500-1000",827,1434
"500-1000",874,1420
"500-1000",878,1276
"500-1000",904,1332
"1001-5000",1010,2014
"1001-5000",1015,1324
"1001-5000",1020,2238
"1001-5000",1021,1052
"1001-5000",1022,940
"1001-5000",1030,1376
"1001-5000",1035,1180
"1001-5000",1043,924
"1001-5000",1047,946
"1001-5000",1049,1628
"1001-5000",1052,910
"1001-5000",1053,926
"1001-5000",1056,922
"1001-5000",1061,796
"1001-5000",1071,850
"1001-5000",1077,826
"1001-5000",1083,854
"1001-5000",1103,786
"1001-5000",1104,948
"1001-5000",1117,748
"1001-5000",1119,950
"1001-5000",1120,1082
"1001-5000",1152,622
"1001-5000",1173,638
"1001-5000",1191,642
"1001-5000",1194,726
"1001-5000",1217,558
"1001-5000",1229,678
"1001-5000",1242,528
"1001-5000",1267,580
"1001-5000",1275,606
"1001-5000",1288,546
"1001-5000",1307,476
"1001-5000",1328,446
"1001-5000",1341,436
"1001-5000",1345,540
"1001-5000",1352,440
"1001-5000",1365,500
"1001-5000",1414,456
"1001-5000",1434,392
"1001-5000",1436,316
"1001-5000",1442,360
"1001-5000",1443,352
"1001-5000",1459,410
"1001-5000",1476,316
"1001-5000",1488,316
"1001-5000",1496,334
"1001-5000",1502,396
"1001-5000",1507,304
"1001-5000",1519,382
"1001-5000",1520,386
"1001-5000",1549,320
"1001-5000",1562,246
"1001-5000",1597,284
"1001-5000",1614,262
"1001-5000",1630,302
"1001-5000",1651,248
"1001-5000",1659,252
"1001-5000",1670,288
"1001-5000",1699,290
"1001-5000",1735,244
"1001-5000",1740,266
"1001-5000",1744,238
"1001-5000",1752,198
"1001-5000",1770,204
"1001-5000",1773,202
"1001-5000",1775,248
"1001-5000",1776,202
"1001-5000",1799,286
"1001-5000",1808,170
"1001-5000",1824,136
"1001-5000",1828,176
"1001-5000",1854,164
"1001-5000",1862,160
"1001-5000",1863,166
"1001-5000",1864,164
"1001-5000",1876,162
"1001-5000",1880,188
"1001-5000",1888,164
"1001-5000",1907,134
"1001-5000",1946,114
"1001-5000",1954,136
"1001-5000",1956,118
"1001-5000",1968,156
"1001-5000",1971,128
"1001-5000",1974,132
"1001-5000",1975,128
"1001-5000",1979,130
"1001-5000",1980,202
"1001-5000",1991,144
"1001-5000",1996,134
"1001-5000",2001,490
"1001-5000",2008,224
"1001-5000",2014,186
"1001-5000",2016,160
"1001-5000",2019,290
"1001-5000",2020,376
"1001-5000",2023,152
"1001-5000",2026,184
"1001-5000",2029,174
"1001-5000",2031,142
"1001-5000",2063,116
"1001-5000",2078,138
"1001-5000",2079,172
"1001-5000",2105,170
"1001-5000",2109,150
"1001-5000",2110,164
"1001-5000",2117,128
"1001-5000",2121,122
"1001-5000",2123,112
"1001-5000",2133,118
"1001-5000",2182,106
"1001-5000",2195,128
"1001-5000",2208,102
"1001-5000",2210,108
"1001-5000",2231,90
"1001-5000",2235,86
"1001-5000",2236,66
"1001-5000",2247,60
"1001-5000",2257,92
"1001-5000",2259,96
"1001-5000",2264,68
"1001-5000",2270,104
"1001-5000",2276,68
"1001-5000",2287,94
GREATER 5000,5248,8
GREATER 5000,5429,4
GREATER 5000,5432,4
GREATER 5000,5457,2
GREATER 5000,5481,2
GREATER 5000,5562,4
