"ARPU_BANDS","ARPU","3"
"1001-5000",4128,1
"1001-5000",4148,1
"1001-5000",4179,4
"1001-5000",4191,2
"1001-5000",4199,2
"1001-5000",4204,1
"1001-5000",4228,1
"1001-5000",4256,2
"1001-5000",4262,3
"1001-5000",4291,1
"1001-5000",4300,5
"1001-5000",4314,1
"1001-5000",4367,3
"1001-5000",4384,3
"1001-5000",4388,1
"1001-5000",4393,1
"1001-5000",4445,3
"1001-5000",4453,1
"1001-5000",4460,3
"1001-5000",4468,1
"1001-5000",4501,3
"1001-5000",4539,1
"1001-5000",4547,4
"1001-5000",4570,3
"1001-5000",4589,1
"1001-5000",4591,1
"1001-5000",4612,1
"1001-5000",4613,2
"1001-5000",4662,1
"1001-5000",4678,2
"1001-5000",4683,2
"1001-5000",4709,1
"1001-5000",4712,2
"1001-5000",4725,1
"1001-5000",4770,2
"1001-5000",4772,1
"1001-5000",4823,3
"1001-5000",4844,1
"1001-5000",4861,1
"1001-5000",4867,2
"1001-5000",4869,2
"1001-5000",4871,1
"1001-5000",4872,1
"1001-5000",4898,1
"1001-5000",4918,1
"1001-5000",4922,1
"1001-5000",4933,1
"1001-5000",4938,1
"1001-5000",4965,1
"101-200",103,12903
"101-200",108,16980
"101-200",112,11840
"101-200",115,12464
"101-200",121,11248
"101-200",159,12214
"101-200",179,13629
"201-500",218,7715
"201-500",228,7111
"201-500",238,6594
"201-500",244,6763
"201-500",245,7249
"201-500",300,9775
"201-500",315,6343
"201-500",319,5170
"201-500",325,4687
"201-500",326,3858
"201-500",327,3913
"201-500",328,4012
"201-500",331,3821
"201-500",334,4126
"201-500",345,4142
"201-500",348,3648
"201-500",363,3449
"201-500",365,3901
"201-500",374,3300
"201-500",429,2813
"201-500",430,3495
"201-500",446,2287
"201-500",452,2293
"201-500",476,2070
"201-500",479,2385
"21-50",28,39724
"21-50",45,28962
"500-1000",510,2705
"500-1000",516,1873
"500-1000",537,1683
"500-1000",557,1484
"500-1000",562,1589
"500-1000",566,1459
"500-1000",570,2101
"500-1000",583,1574
"500-1000",600,2575
"500-1000",604,1584
"500-1000",617,1287
"500-1000",643,1180
"500-1000",655,1352
"500-1000",660,1564
"500-1000",664,1272
"500-1000",668,1141
"500-1000",681,1061
"500-1000",685,1306
"500-1000",720,1671
"500-1000",737,915
"500-1000",750,1426
"500-1000",762,912
"500-1000",767,848
"500-1000",777,792
"500-1000",794,885
"500-1000",823,749
"500-1000",827,717
"500-1000",874,710
"500-1000",878,638
"500-1000",904,666
"1001-5000",1004,735
"1001-5000",1007,600
"1001-5000",1008,618
"1001-5000",1024,563
"1001-5000",1040,788
"1001-5000",1079,495
"1001-5000",1111,364
"1001-5000",1116,354
"1001-5000",1122,399
"1001-5000",1123,417
"1001-5000",1132,328
"1001-5000",1136,372
"1001-5000",1146,367
"1001-5000",1149,510
"1001-5000",1166,321
"1001-5000",1167,337
"1001-5000",1185,412
"1001-5000",1189,371
"1001-5000",1228,293
"1001-5000",1261,282
"1001-5000",1262,252
"1001-5000",1265,261
"1001-5000",1268,268
"1001-5000",1274,312
"1001-5000",1279,284
"1001-5000",1297,263
"1001-5000",1304,268
"1001-5000",1334,250
"1001-5000",1346,205
"1001-5000",1361,211
"1001-5000",1366,208
"1001-5000",1371,185
"1001-5000",1380,255
"1001-5000",1389,216
"1001-5000",1415,229
"1001-5000",1448,207
"1001-5000",1458,200
"1001-5000",1471,181
"1001-5000",1483,170
"1001-5000",1485,227
"1001-5000",1494,186
"1001-5000",1497,170
"1001-5000",1503,152
"1001-5000",1527,146
"1001-5000",1529,175
"1001-5000",1545,200
"1001-5000",1548,147
"1001-5000",1560,155
"1001-5000",1585,158
"1001-5000",1586,144
"1001-5000",1587,142
"1001-5000",1594,158
"1001-5000",1622,132
"1001-5000",1626,96
"1001-5000",1627,127
"1001-5000",1636,149
"1001-5000",1646,106
"1001-5000",1656,119
"1001-5000",1667,107
"1001-5000",1671,118
"1001-5000",1673,99
"1001-5000",1684,150
"1001-5000",1689,118
"1001-5000",1711,118
"1001-5000",1766,100
"1001-5000",1782,95
"1001-5000",1784,101
"1001-5000",1785,104
"1001-5000",1792,87
"1001-5000",1816,95
"1001-5000",1834,93
"1001-5000",1836,73
"1001-5000",1837,78
"1001-5000",1842,83
"1001-5000",1846,93
"1001-5000",1852,83
"1001-5000",1882,77
"1001-5000",1892,68
"1001-5000",1902,70
"1001-5000",1909,72
"1001-5000",1929,67
"1001-5000",1930,84
"1001-5000",1936,62
"1001-5000",1940,91
"1001-5000",1942,81
"1001-5000",1970,70
"1001-5000",1986,57
"1001-5000",1997,65
"1001-5000",2009,142
"1001-5000",2017,91
"1001-5000",2021,82
"1001-5000",2038,67
"1001-5000",2041,70
"1001-5000",2092,78
"1001-5000",2097,63
"1001-5000",2127,62
"1001-5000",2148,67
"1001-5000",2155,69
"1001-5000",2173,40
"1001-5000",2185,47
"1001-5000",2192,39
"1001-5000",2198,60
"1001-5000",2216,46
"1001-5000",2218,54
"1001-5000",2223,48
"1001-5000",2248,48
"1001-5000",2263,40
"1001-5000",2268,34
"1001-5000",2278,56
"1001-5000",2281,45
"1001-5000",2295,42
"1001-5000",2297,49
"1001-5000",2298,46
"1001-5000",2316,41
"1001-5000",2326,37
"1001-5000",2342,30
"1001-5000",2354,34
"1001-5000",2358,44
"1001-5000",2364,42
"1001-5000",2394,40
"1001-5000",2411,38
"1001-5000",2413,29
"1001-5000",2429,35
"1001-5000",2439,37
"1001-5000",2448,41
"500-1000",908,570
"500-1000",934,544
"500-1000",981,490
"500-1000",985,537
"500-1000",998,508
GREATER 5000,5031,1
GREATER 5000,5071,1
GREATER 5000,5082,1
GREATER 5000,5120,1
GREATER 5000,5136,1
GREATER 5000,5187,1
GREATER 5000,5207,1
GREATER 5000,5209,1
GREATER 5000,5217,1
GREATER 5000,5223,1
GREATER 5000,5228,1
GREATER 5000,5252,1
GREATER 5000,5259,1
GREATER 5000,5278,1
GREATER 5000,5309,1
GREATER 5000,5379,1
GREATER 5000,5440,1
GREATER 5000,5473,2
GREATER 5000,5490,1
GREATER 5000,5508,1
GREATER 5000,5553,1
GREATER 5000,5630,2
GREATER 5000,5631,1
GREATER 5000,5778,1
GREATER 5000,6022,1
GREATER 5000,6078,1
GREATER 5000,6213,1
GREATER 5000,6259,1
GREATER 5000,6371,1
GREATER 5000,6461,1
GREATER 5000,6603,1
GREATER 5000,6714,1
GREATER 5000,6868,1
GREATER 5000,7396,1
GREATER 5000,7488,1
GREATER 5000,7662,1
GREATER 5000,7774,1
GREATER 5000,8306,1
GREATER 5000,8932,1
GREATER 5000,9701,1
GREATER 5000,10380,1
GREATER 5000,12000,1
GREATER 5000,12040,1
GREATER 5000,13542,1
GREATER 5000,19863,1
GREATER 5000,28612,1
GREATER 5000,33819,1
GREATER 5000,44173,1
GREATER 5000,115485,1
GREATER 5000,176405,1
OTHERS,-965,1
OTHERS,-318,1
OTHERS,-287,2
OTHERS,-234,1
OTHERS,-139,1
OTHERS,-58,1
OTHERS,-38,3
OTHERS,-29,2
"1001-5000",2496,33
"1001-5000",2504,29
"1001-5000",2523,22
"1001-5000",2552,24
"1001-5000",2567,23
"1001-5000",2576,27
"1001-5000",2580,24
"1001-5000",2586,16
"1001-5000",2587,21
"1001-5000",2612,24
"1001-5000",2634,23
"1001-5000",2653,24
"1001-5000",2655,19
"1001-5000",2661,15
"1001-5000",2672,16
"1001-5000",2675,21
"1001-5000",2720,21
"1001-5000",2722,21
"1001-5000",2724,20
"1001-5000",2736,22
"1001-5000",2747,16
"1001-5000",2748,17
"1001-5000",2756,16
"1001-5000",2769,23
"1001-5000",2778,19
"1001-5000",2797,27
"1001-5000",2827,13
"1001-5000",2828,15
"1001-5000",2833,16
"1001-5000",2846,17
"1001-5000",2849,18
"1001-5000",2859,14
"1001-5000",2872,9
"1001-5000",2878,22
"1001-5000",2910,19
"1001-5000",2939,12
"1001-5000",2943,11
"1001-5000",2951,5
"1001-5000",2962,14
"1001-5000",2973,7
"1001-5000",2989,18
"1001-5000",2999,26
"1001-5000",3014,12
"1001-5000",3019,15
"1001-5000",3023,18
"1001-5000",3037,10
"1001-5000",3077,9
"1001-5000",3080,19
"1001-5000",3101,15
"1001-5000",3103,5
"1001-5000",3118,9
"1001-5000",3131,10
"1001-5000",3144,15
"1001-5000",3160,11
"1001-5000",3165,15
"1001-5000",3219,3
"1001-5000",3232,7
"1001-5000",3234,9
"1001-5000",3238,4
"1001-5000",3251,9
"1001-5000",3258,5
"1001-5000",3276,13
"1001-5000",3280,9
"1001-5000",3290,10
"1001-5000",3294,5
"1001-5000",3299,11
"1001-5000",3300,14
"1001-5000",3343,12
"1001-5000",3356,5
"1001-5000",3360,2
"1001-5000",3385,4
"1001-5000",3397,9
"1001-5000",3401,5
"1001-5000",3411,4
"1001-5000",3413,6
"1001-5000",3416,7
"1001-5000",3423,6
"1001-5000",3436,3
"1001-5000",3440,5
"1001-5000",3467,7
"1001-5000",3477,5
"1001-5000",3488,10
"1001-5000",3490,3
"1001-5000",3493,6
"1001-5000",3536,5
"1001-5000",3555,5
"1001-5000",3565,2
"1001-5000",3567,3
"1001-5000",3591,6
"1001-5000",3625,4
"1001-5000",3653,7
"1001-5000",3654,4
"1001-5000",3667,4
"1001-5000",3668,2
"1001-5000",3677,1
"1001-5000",3692,3
"1001-5000",3702,2
"1001-5000",3708,3
"1001-5000",3723,4
"1001-5000",3788,3
"1001-5000",3793,3
"1001-5000",3802,2
"1001-5000",3806,1
"1001-5000",3821,5
"1001-5000",3823,1
"1001-5000",3847,6
"1001-5000",3865,4
"1001-5000",3868,5
"1001-5000",3880,5
"1001-5000",3911,5
"1001-5000",3925,2
"1001-5000",3941,3
"1001-5000",3952,2
"1001-5000",4027,2
"1001-5000",4058,1
"1001-5000",4077,2
"1001-5000",4080,3
"1001-5000",4097,1
"1001-5000",4098,3
"1001-5000",4099,9
"1001-5000",4104,1
"1001-5000",4120,2
"1001-5000",4131,4
"1001-5000",4167,1
"1001-5000",4170,2
"1001-5000",4174,4
"0-10",1,55771
"0-10",2,39626
"0-10",3,48396
"0-10",4,43011
"1001-5000",1002,768
"1001-5000",1003,683
"1001-5000",1006,570
"1001-5000",1027,510
"1001-5000",1028,508
"1001-5000",1039,556
"1001-5000",1042,458
"1001-5000",1059,527
"1001-5000",1090,645
"1001-5000",1130,501
"1001-5000",1150,541
"1001-5000",1163,344
"1001-5000",1201,350
"1001-5000",1209,371
"1001-5000",1234,348
"1001-5000",1243,288
"1001-5000",1244,310
"1001-5000",1278,258
"1001-5000",1289,277
"1001-5000",1302,253
"1001-5000",1324,245
"1001-5000",1330,308
"1001-5000",1338,211
"1001-5000",1344,266
"1001-5000",1377,185
"1001-5000",1387,232
"1001-5000",1390,231
"1001-5000",1400,352
"1001-5000",1417,200
"1001-5000",1418,186
"1001-5000",1424,197
"1001-5000",1430,229
"1001-5000",1432,170
"1001-5000",1433,197
"1001-5000",1472,168
"1001-5000",1505,193
"1001-5000",1509,164
"1001-5000",1528,138
"1001-5000",1596,129
"1001-5000",1600,202
"1001-5000",1680,134
"1001-5000",1704,120
"1001-5000",1707,110
"1001-5000",1714,118
"1001-5000",1727,88
"1001-5000",1730,129
"1001-5000",1736,105
"1001-5000",1756,92
"1001-5000",1759,104
"1001-5000",1765,101
"1001-5000",1769,78
"1001-5000",1804,97
"1001-5000",1830,97
"1001-5000",1841,91
"1001-5000",1858,88
"1001-5000",1872,74
"1001-5000",1878,56
"1001-5000",1890,91
"1001-5000",1899,124
"1001-5000",1901,97
"1001-5000",1912,87
"1001-5000",1918,66
"1001-5000",1923,70
"1001-5000",1945,87
"1001-5000",1967,65
"1001-5000",1983,65
"1001-5000",1992,67
"1001-5000",2007,103
"1001-5000",2011,98
"1001-5000",2022,106
"1001-5000",2034,81
"1001-5000",2072,68
"1001-5000",2098,78
"1001-5000",2099,202
"1001-5000",2108,71
"1001-5000",2128,83
"1001-5000",2134,47
"1001-5000",2139,69
"1001-5000",2157,45
"1001-5000",2158,63
"1001-5000",2168,52
"1001-5000",2196,54
"1001-5000",2200,165
"1001-5000",2201,45
"1001-5000",2226,57
"1001-5000",2239,47
"1001-5000",2240,55
"1001-5000",2253,29
"1001-5000",2262,51
"1001-5000",2267,35
"1001-5000",2271,41
"1001-5000",2273,40
"1001-5000",2294,49
"1001-5000",2313,47
"1001-5000",2318,31
"1001-5000",2328,40
"1001-5000",2346,41
"1001-5000",2349,48
"1001-5000",2351,35
"1001-5000",2353,39
"1001-5000",2355,36
"1001-5000",2384,42
"1001-5000",2390,42
"1001-5000",2395,49
"1001-5000",2404,36
"1001-5000",2421,31
"1001-5000",2424,33
"1001-5000",2430,32
"1001-5000",2452,36
"1001-5000",2456,24
"1001-5000",2472,35
"1001-5000",2474,30
"1001-5000",2495,31
"1001-5000",2509,24
"1001-5000",2518,26
"1001-5000",2519,32
"1001-5000",2524,31
"1001-5000",2533,30
"1001-5000",2551,18
"1001-5000",2554,29
"1001-5000",2565,17
"1001-5000",2568,28
"1001-5000",4187,2
"1001-5000",4195,4
"1001-5000",4200,7
"1001-5000",4209,6
"1001-5000",4232,2
"1001-5000",4246,1
"1001-5000",4285,6
"1001-5000",4292,2
"1001-5000",4295,1
"1001-5000",4313,2
"1001-5000",4323,1
"1001-5000",4334,4
"1001-5000",4337,1
"1001-5000",4342,1
"1001-5000",4348,2
"1001-5000",4354,1
"1001-5000",4356,2
"1001-5000",4374,1
"1001-5000",4386,2
"1001-5000",4412,4
"1001-5000",4423,1
"1001-5000",4424,2
"1001-5000",4451,1
"1001-5000",4466,2
"1001-5000",4472,1
"1001-5000",4494,1
"1001-5000",4516,3
"1001-5000",4551,1
"1001-5000",4554,1
"1001-5000",4583,3
"1001-5000",4594,1
"1001-5000",4598,1
"1001-5000",4605,1
"1001-5000",4607,1
"1001-5000",4637,1
"1001-5000",4649,1
"1001-5000",4667,1
"1001-5000",4716,2
"1001-5000",4773,2
"1001-5000",4803,2
"1001-5000",4920,1
"1001-5000",4947,2
"1001-5000",4988,1
"1001-5000",4996,2
"101-200",114,12396
"101-200",122,11003
"101-200",125,13576
"101-200",135,14899
"101-200",138,11876
"101-200",163,9291
"101-200",164,9609
"101-200",192,7708
"101-200",200,31940
"11-20",12,25565
"201-500",205,8136
"201-500",217,7462
"201-500",237,6310
"201-500",239,7583
"201-500",271,5302
"201-500",282,4888
"201-500",283,4724
"201-500",314,5593
"201-500",323,3992
"201-500",339,4197
"201-500",367,3222
"201-500",388,2955
"201-500",395,3268
"201-500",410,4006
"201-500",411,2681
"201-500",413,2738
"201-500",426,2460
"201-500",445,2701
"201-500",451,2400
"201-500",460,3382
"21-50",25,22452
"21-50",33,21269
"21-50",40,50774
"500-1000",506,1943
"500-1000",515,2287
"500-1000",527,1784
"500-1000",530,2299
"500-1000",538,1797
"500-1000",553,1603
"500-1000",567,1536
"500-1000",582,1407
"500-1000",586,1474
"500-1000",605,1587
"500-1000",635,1526
"500-1000",639,1458
"500-1000",646,1181
"500-1000",657,1176
"500-1000",699,1314
"500-1000",717,946
"500-1000",721,999
"500-1000",736,926
"500-1000",751,868
"500-1000",766,871
"500-1000",776,855
"500-1000",795,935
"500-1000",810,1205
"500-1000",839,844
"500-1000",847,634
"500-1000",858,703
"500-1000",865,816
"500-1000",877,659
"500-1000",903,577
"500-1000",907,588
"500-1000",914,598
"500-1000",933,504
"500-1000",955,621
"500-1000",982,470
"500-1000",997,468
"51-100",55,20895
"51-100",65,20058
"51-100",72,18223
"51-100",74,16594
"51-100",87,15757
GREATER 5000,5008,1
GREATER 5000,5067,1
GREATER 5000,5087,3
GREATER 5000,5140,1
GREATER 5000,5146,1
GREATER 5000,5147,1
GREATER 5000,5192,1
GREATER 5000,5195,1
GREATER 5000,5203,1
GREATER 5000,5344,2
GREATER 5000,5359,1
"1001-5000",2575,26
"1001-5000",2578,16
"1001-5000",2591,26
"1001-5000",2617,33
"1001-5000",2623,32
"1001-5000",2629,24
"1001-5000",2631,23
"1001-5000",2632,21
"1001-5000",2633,22
"1001-5000",2635,24
"1001-5000",2648,19
"1001-5000",2656,12
"1001-5000",2699,34
"1001-5000",2707,19
"1001-5000",2723,19
"1001-5000",2739,15
"1001-5000",2741,15
"1001-5000",2742,20
"1001-5000",2746,15
"1001-5000",2750,21
"1001-5000",2759,15
"1001-5000",2771,13
"1001-5000",2782,19
"1001-5000",2784,11
"1001-5000",2787,7
"1001-5000",2791,17
"1001-5000",2799,28
"1001-5000",2800,31
"1001-5000",2811,13
"1001-5000",2822,18
"1001-5000",2835,20
"1001-5000",2839,19
"1001-5000",2853,12
"1001-5000",2855,12
"1001-5000",2861,14
"1001-5000",2869,17
"1001-5000",2884,12
"1001-5000",2897,15
"1001-5000",2898,16
"1001-5000",2921,12
"1001-5000",2925,15
"1001-5000",2926,12
"1001-5000",2934,10
"1001-5000",2946,13
"1001-5000",2953,10
"1001-5000",2965,12
"1001-5000",2971,12
"1001-5000",3009,21
"1001-5000",3013,11
"1001-5000",3016,12
"1001-5000",3029,12
"1001-5000",3032,11
"1001-5000",3059,10
"1001-5000",3087,13
"1001-5000",3090,16
"1001-5000",3108,6
"1001-5000",3135,15
"1001-5000",3141,12
"1001-5000",3145,11
"1001-5000",3157,8
"1001-5000",3168,15
"1001-5000",3173,7
"1001-5000",3184,5
"1001-5000",3211,6
"1001-5000",3236,8
"1001-5000",3248,6
"1001-5000",3253,10
"1001-5000",3262,11
"1001-5000",3281,10
"1001-5000",3309,9
"1001-5000",3311,8
"1001-5000",3335,10
"1001-5000",3357,5
"1001-5000",3359,4
"1001-5000",3364,4
"1001-5000",3374,8
"1001-5000",3380,6
"1001-5000",3398,8
"1001-5000",3399,9
"1001-5000",3412,4
"1001-5000",3421,7
"1001-5000",3424,2
"1001-5000",3429,3
"1001-5000",3432,6
"1001-5000",3443,5
"1001-5000",3494,6
"1001-5000",3507,10
"1001-5000",3514,7
"1001-5000",3515,7
"1001-5000",3516,2
"1001-5000",3518,4
"1001-5000",3556,4
"1001-5000",3568,5
"1001-5000",3600,7
"1001-5000",3604,3
"1001-5000",3609,3
"1001-5000",3612,1
"1001-5000",3620,3
"1001-5000",3630,7
"1001-5000",3636,6
"1001-5000",3643,6
"1001-5000",3647,6
"1001-5000",3655,3
"1001-5000",3669,5
"1001-5000",3679,2
"1001-5000",3688,5
"1001-5000",3696,7
"1001-5000",3733,2
"1001-5000",3750,5
"1001-5000",3774,3
"1001-5000",3795,2
"1001-5000",3797,4
"1001-5000",3808,2
"1001-5000",3811,2
"1001-5000",3845,5
"1001-5000",3856,2
"1001-5000",3858,2
"1001-5000",3871,3
"1001-5000",3872,3
"1001-5000",3881,4
"1001-5000",3899,1
"1001-5000",3909,3
"1001-5000",3924,2
"1001-5000",3946,1
"1001-5000",3948,3
GREATER 5000,5381,1
GREATER 5000,5412,3
GREATER 5000,5491,1
GREATER 5000,5497,1
GREATER 5000,5558,1
GREATER 5000,5559,2
GREATER 5000,5600,2
GREATER 5000,5613,2
GREATER 5000,5730,1
GREATER 5000,5785,1
GREATER 5000,5847,1
GREATER 5000,5874,1
GREATER 5000,5879,1
GREATER 5000,5979,1
GREATER 5000,5987,1
GREATER 5000,6029,1
GREATER 5000,6141,1
GREATER 5000,6354,1
GREATER 5000,6409,1
GREATER 5000,6771,1
GREATER 5000,6820,1
GREATER 5000,7088,1
GREATER 5000,7259,1
GREATER 5000,7586,1
GREATER 5000,7730,1
GREATER 5000,7872,1
GREATER 5000,8002,1
GREATER 5000,8366,1
GREATER 5000,9373,1
GREATER 5000,10118,1
GREATER 5000,11002,1
GREATER 5000,11300,1
GREATER 5000,12452,2
GREATER 5000,14214,1
GREATER 5000,14519,1
GREATER 5000,18719,1
GREATER 5000,22329,1
GREATER 5000,23029,1
GREATER 5000,23894,1
GREATER 5000,25000,1
GREATER 5000,41151,1
OTHERS,-4000,2
OTHERS,-2250,2
OTHERS,-950,1
OTHERS,-725,1
OTHERS,-383,1
OTHERS,-302,1
OTHERS,-165,1
OTHERS,-82,1
OTHERS,-39,1
OTHERS,-23,4
"1001-5000",1025,561
"1001-5000",1046,447
"1001-5000",1058,453
"1001-5000",1062,459
"1001-5000",1066,435
"1001-5000",1068,410
"1001-5000",1088,426
"1001-5000",1106,415
"1001-5000",1114,424
"1001-5000",1124,439
"1001-5000",1131,374
"1001-5000",1144,396
"1001-5000",1168,356
"1001-5000",1192,295
"1001-5000",1197,331
"1001-5000",1215,357
"1001-5000",1216,314
"1001-5000",1238,281
"1001-5000",1249,382
"1001-5000",1254,291
"1001-5000",1270,370
"1001-5000",1273,246
"1001-5000",1276,288
"1001-5000",1296,249
"1001-5000",1314,297
"1001-5000",1320,307
"1001-5000",1367,232
"1001-5000",1383,185
"1001-5000",1386,203
"1001-5000",1392,187
"1001-5000",1399,291
"1001-5000",1419,211
"1001-5000",1422,199
"1001-5000",1438,179
"1001-5000",1457,166
"1001-5000",1460,219
"1001-5000",1465,198
"1001-5000",1475,184
"1001-5000",1500,742
"1001-5000",1518,174
"1001-5000",1521,132
"1001-5000",1533,138
"1001-5000",1535,165
"1001-5000",1536,142
"1001-5000",1538,143
"1001-5000",1539,149
"1001-5000",1540,172
"1001-5000",1552,148
"1001-5000",1571,138
"1001-5000",1577,129
"1001-5000",1582,131
"1001-5000",1591,129
"1001-5000",1603,136
"1001-5000",1625,153
"1001-5000",1628,115
"1001-5000",1635,133
"1001-5000",1639,125
"1001-5000",1642,124
"1001-5000",1644,132
"1001-5000",1649,159
"1001-5000",1658,128
"1001-5000",1668,105
"1001-5000",1675,110
"1001-5000",1679,116
"1001-5000",1681,104
"1001-5000",1697,119
"1001-5000",1716,106
"1001-5000",1720,131
"1001-5000",1731,86
"1001-5000",1742,94
"1001-5000",1774,90
"1001-5000",1788,93
"1001-5000",1807,82
"1001-5000",1832,73
"1001-5000",1838,95
"1001-5000",1856,70
"1001-5000",1884,83
"1001-5000",1894,86
"1001-5000",1898,70
"1001-5000",1914,77
"1001-5000",1937,60
"1001-5000",1951,66
"1001-5000",1957,63
"1001-5000",2004,143
"1001-5000",2027,81
"1001-5000",2046,84
"1001-5000",2047,78
"1001-5000",2049,164
"1001-5000",2088,71
"1001-5000",2096,68
"1001-5000",2137,61
"1001-5000",2156,59
"1001-5000",2167,47
"1001-5000",2190,54
"1001-5000",2207,57
"1001-5000",2228,36
"1001-5000",2237,29
"1001-5000",2282,50
"1001-5000",2293,40
"1001-5000",2300,86
"1001-5000",2301,38
"1001-5000",2302,45
"1001-5000",2305,36
"1001-5000",2306,47
"1001-5000",2338,42
"1001-5000",2345,52
"1001-5000",2352,38
"1001-5000",2359,40
"1001-5000",2396,29
"1001-5000",2407,22
"1001-5000",2436,29
"1001-5000",2447,28
"1001-5000",2457,26
"1001-5000",2469,35
"1001-5000",2484,21
"1001-5000",2488,19
"1001-5000",2499,45
"1001-5000",2510,48
"1001-5000",2514,21
"1001-5000",2539,22
"1001-5000",2542,22
"1001-5000",2549,27
"1001-5000",2553,25
"1001-5000",2558,42
"1001-5000",2579,16
"1001-5000",3955,3
"1001-5000",3964,1
"1001-5000",3972,3
"1001-5000",3979,3
"1001-5000",4002,6
"1001-5000",4006,5
"1001-5000",4016,2
"1001-5000",4026,5
"1001-5000",4053,2
"1001-5000",4062,1
"1001-5000",4064,1
"1001-5000",4103,1
"1001-5000",4144,1
"1001-5000",4154,3
"1001-5000",4156,3
"1001-5000",4160,1
"1001-5000",4198,2
"1001-5000",4210,3
"1001-5000",4230,3
"1001-5000",4238,3
"1001-5000",4248,4
"1001-5000",4249,2
"1001-5000",4254,2
"1001-5000",4257,3
"1001-5000",4260,1
"1001-5000",4274,2
"1001-5000",4298,1
"1001-5000",4302,1
"1001-5000",4331,1
"1001-5000",4338,1
"1001-5000",4345,1
"1001-5000",4360,3
"1001-5000",4376,2
"1001-5000",4387,1
"1001-5000",4406,1
"1001-5000",4422,3
"1001-5000",4425,2
"1001-5000",4449,3
"1001-5000",4465,2
"1001-5000",4492,1
"1001-5000",4510,1
"1001-5000",4511,3
"1001-5000",4530,1
"1001-5000",4553,1
"1001-5000",4599,2
"1001-5000",4624,1
"1001-5000",4631,1
"1001-5000",4633,1
"1001-5000",4660,1
"1001-5000",4671,1
"1001-5000",4703,1
"1001-5000",4704,1
"1001-5000",4769,1
"1001-5000",4774,1
"1001-5000",4796,1
"1001-5000",4847,2
"1001-5000",4859,1
"1001-5000",4880,2
"1001-5000",4882,1
"1001-5000",4967,1
"1001-5000",4980,1
"101-200",101,13183
"101-200",104,13435
"101-200",113,12009
"101-200",119,15452
"101-200",162,10561
"101-200",177,8274
"101-200",180,21823
"101-200",191,7680
"11-20",20,91429
"201-500",257,5437
"201-500",258,5680
"201-500",259,6466
"201-500",272,5199
"201-500",274,5645
"201-500",276,5006
"201-500",286,4617
"201-500",293,4492
"201-500",306,4625
"201-500",307,4288
"201-500",310,6245
"201-500",316,4238
"201-500",344,3939
"201-500",350,5808
"201-500",361,3425
"201-500",373,3059
"201-500",376,2953
"201-500",403,2964
"201-500",425,3037
"201-500",434,2672
"201-500",467,2137
"201-500",472,2013
"201-500",477,2080
"201-500",482,1997
"500-1000",509,2163
"500-1000",523,1782
"500-1000",534,1788
"500-1000",542,1726
"500-1000",549,2177
"500-1000",571,1525
"500-1000",590,2047
"500-1000",593,1485
"500-1000",597,1422
"500-1000",616,1224
"500-1000",627,1276
"500-1000",654,1322
"500-1000",669,1270
"500-1000",676,1155
"500-1000",680,1540
"500-1000",695,1315
"500-1000",710,1309
"500-1000",714,1107
"500-1000",725,1200
"500-1000",729,1059
"500-1000",740,1283
"500-1000",744,999
"500-1000",759,959
"500-1000",772,881
"500-1000",791,761
"500-1000",799,962
"500-1000",806,757
"500-1000",813,746
"500-1000",816,737
"500-1000",828,728
"500-1000",850,941
"500-1000",862,632
"500-1000",869,790
"500-1000",873,663
"500-1000",888,649
"1001-5000",1010,1007
"1001-5000",1015,662
"1001-5000",1020,1117
"1001-5000",1021,526
"1001-5000",1022,468
"1001-5000",1030,687
"1001-5000",1035,590
"1001-5000",1043,462
"1001-5000",1047,473
"1001-5000",1049,814
"1001-5000",1052,454
"1001-5000",1053,463
"1001-5000",1056,460
"1001-5000",1061,398
"1001-5000",1071,425
"1001-5000",1077,413
"1001-5000",1083,427
"1001-5000",1103,392
"1001-5000",1104,474
"1001-5000",1117,374
"1001-5000",1119,474
"1001-5000",1120,540
"1001-5000",1152,310
"1001-5000",1173,319
"1001-5000",1191,321
"1001-5000",1194,363
"1001-5000",1217,279
"1001-5000",1229,339
"1001-5000",1242,264
"1001-5000",1267,290
"1001-5000",1275,303
"1001-5000",1288,273
"1001-5000",1307,238
"1001-5000",1328,223
"1001-5000",1341,217
"1001-5000",1345,269
"1001-5000",1352,220
"1001-5000",1365,250
"1001-5000",1414,228
"1001-5000",1434,196
"1001-5000",1436,158
"1001-5000",1442,180
"1001-5000",1443,176
"1001-5000",1459,205
"1001-5000",1476,158
"1001-5000",1488,158
"1001-5000",1496,167
"1001-5000",1502,197
"1001-5000",1507,152
"1001-5000",1519,191
"1001-5000",1520,193
"1001-5000",1549,160
"1001-5000",1562,123
"1001-5000",1597,142
"1001-5000",1614,131
"1001-5000",1630,150
"1001-5000",1651,124
"1001-5000",1659,126
"1001-5000",1670,144
"1001-5000",1699,145
"1001-5000",1735,122
"1001-5000",1740,133
"1001-5000",1744,119
"1001-5000",1752,99
"1001-5000",1770,102
"1001-5000",1773,101
"1001-5000",1775,124
"1001-5000",1776,101
"1001-5000",1799,143
"1001-5000",1808,85
"1001-5000",1824,68
"1001-5000",1828,88
"1001-5000",1854,82
"1001-5000",1862,80
"1001-5000",1863,83
"1001-5000",1864,82
"1001-5000",1876,81
